extuserid,studentuserid1,stdextid,classcode
tch_20201214-133320_50,eded538c-3f71-11eb-a47c-0242ac110003,std_1608104413968_450,RwkG-k3Uw
tch_20201214-133320_43,ed79aabc-3f71-11eb-90a7-0242ac110003,std_1608104413532_443,rFM7-mo8N
tch_20201214-133320_37,ede62860-3f71-11eb-a47c-0242ac110003,std_1608104414263_437,Hbq9-DJEt
tch_20201214-133320_30,ed042c0f-3f71-11eb-a47c-0242ac110003,std_1608104412694_430,2hwq-pEdb
tch_20201214-133320_36,ed3cef31-3f71-11eb-a47c-0242ac110003,std_1608104413140_436,74BA-yb68
tch_20201214-133320_44,f0c7eb59-3f71-11eb-a47c-0242ac110003,std_1608104419086_444,8x7r-QF8X
tch_20201214-133320_29,f1b7f001-3f71-11eb-90a7-0242ac110003,std_1608104420656_429,6kJ4-yVZD
tch_20201214-133320_31,f008b9e6-3f71-11eb-90a7-0242ac110003,std_1608104417838_431,k6ab-M2Df
tch_20201214-133320_51,f050e688-3f71-11eb-a47c-0242ac110003,std_1608104417988_451,iweY-3j4o
tch_20201214-133320_38,f0cb1f59-3f71-11eb-90a7-0242ac110003,std_1608104419081_438,6qa9-Jria
tch_20201214-133320_39,f33fa1cb-3f71-11eb-90a7-0242ac110003,std_1608104423233_439,WUwe-m6D9
tch_20201214-133320_32,f1f917e0-3f71-11eb-a47c-0242ac110003,std_1608104421076_432,xtA7-kv8e
tch_20201214-133320_45,f4871626-3f71-11eb-90a7-0242ac110003,std_1608104425351_445,QxjC-zMLR
tch_20201214-133320_41,f581c986-3f71-11eb-a47c-0242ac110003,std_1608104426997_441,T4Uz-x6kP
tch_20201214-133320_52,f2c4ccba-3f71-11eb-90a7-0242ac110003,std_1608104422007_452,aAWF-z8tp
tch_20201214-133320_46,f533f831-3f71-11eb-90a7-0242ac110003,std_1608104426499_446,iWZT-JUFg
tch_20201214-133320_53,f520492c-3f71-11eb-a47c-0242ac110003,std_1608104426033_453,REZv-Pr9Q
tch_20201214-133320_40,f7345b94-3f71-11eb-a47c-0242ac110003,std_1608104429807_440,gieH-fB94
tch_20201214-133320_33,f640fb71-3f71-11eb-90a7-0242ac110003,std_1608104428258_433,x8dD-a934
tch_20201214-133320_47,f6aa6aec-3f71-11eb-a47c-0242ac110003,std_1608104428869_447,Msra-83hm
tch_20201214-133320_54,f782c973-3f71-11eb-a47c-0242ac110003,std_1608104430055_454,hgyP-8hPs
tch_20201214-133320_35,f69e0f5c-3f71-11eb-90a7-0242ac110003,std_1608104428865_435,Xnwy-NpBp
tch_20201214-133320_48,fa648d46-3f71-11eb-90a7-0242ac110003,std_1608104435201_448,g86R-xibK
tch_20201214-133320_42,f9efd1ff-3f71-11eb-90a7-0242ac110003,std_1608104434420_442,3FUc-KY4v
tch_20201214-133320_34,f9693d77-3f71-11eb-a47c-0242ac110003,std_1608104433572_434,xEgP-uCRp
tch_20201214-133320_49,fb260868-3f71-11eb-90a7-0242ac110003,std_1608104436453_449,6nqm-Ytr6
tch_20201214-133320_55,f9e9b754-3f71-11eb-90a7-0242ac110003,std_1608104434083_455,63H4-2w98
tch_20201214-133320_43,fba96972-3f71-11eb-a47c-0242ac110003,std_1608104437333_443,rFM7-mo8N
tch_20201214-133320_37,fcd565aa-3f71-11eb-90a7-0242ac110003,std_1608104439302_437,Hbq9-DJEt
tch_20201214-133320_56,fc4dbf31-3f71-11eb-90a7-0242ac110003,std_1608104438104_456,U6oy-9w6o
tch_20201214-133320_50,fb310525-3f71-11eb-90a7-0242ac110003,std_1608104436536_450,RwkG-k3Uw
tch_20201214-133320_36,ff20dcde-3f71-11eb-a47c-0242ac110003,std_1608104443157_436,74BA-yb68
tch_20201214-133320_44,ff48138d-3f71-11eb-a47c-0242ac110003,std_1608104443393_444,8x7r-QF8X
tch_20201214-133320_57,feb59803-3f71-11eb-a47c-0242ac110003,std_1608104442129_457,rLs8-6iMw
tch_20201214-133320_58,011b7477-3f72-11eb-90a7-0242ac110003,std_1608104446151_458,P3pB-Je26
tch_20201214-133320_51,00aef6d6-3f72-11eb-a47c-0242ac110003,std_1608104445736_451,iweY-3j4o
tch_20201214-133320_38,00d8772e-3f72-11eb-90a7-0242ac110003,std_1608104446012_438,6qa9-Jria
tch_20201214-133320_39,019007a3-3f72-11eb-a47c-0242ac110003,std_1608104447242_439,WUwe-m6D9
tch_20201214-133320_46,052933f2-3f72-11eb-a47c-0242ac110003,std_1608104453255_446,iWZT-JUFg
tch_20201214-133320_59,03860b23-3f72-11eb-90a7-0242ac110003,std_1608104450209_459,UEw9-8ZkJ
tch_20201214-133320_60,05e9c4f0-3f72-11eb-90a7-0242ac110003,std_1608104454227_460,Vbnz-au3x
tch_20201214-133320_45,02d4208d-3f72-11eb-a47c-0242ac110003,std_1608104449356_445,QxjC-zMLR
tch_20201214-133320_52,03ed7f7f-3f72-11eb-a47c-0242ac110003,std_1608104451188_452,aAWF-z8tp
tch_20201214-133320_41,039aa550-3f72-11eb-a47c-0242ac110003,std_1608104450660_441,T4Uz-x6kP
tch_20201214-133320_53,0585f9aa-3f72-11eb-a47c-0242ac110003,std_1608104453848_453,REZv-Pr9Q
tch_20201214-133320_40,05d022b2-3f72-11eb-a47c-0242ac110003,std_1608104454344_440,gieH-fB94
tch_20201214-133320_47,06eeb239-3f72-11eb-90a7-0242ac110003,std_1608104456234_447,Msra-83hm
tch_20201214-133320_54,06efc3b2-3f72-11eb-90a7-0242ac110003,std_1608104456238_454,hgyP-8hPs
tch_20201214-133320_61,08503dce-3f72-11eb-a47c-0242ac110003,std_1608104458250_461,i3Ki-M74q
tch_20201214-133320_48,087f8af2-3f72-11eb-90a7-0242ac110003,std_1608104458882_448,g86R-xibK
tch_20201214-133320_42,09ec616b-3f72-11eb-a47c-0242ac110003,std_1608104461269_442,3FUc-KY4v
tch_20201214-133320_50,0cbb5fb1-3f72-11eb-a47c-0242ac110003,std_1608104465973_450,RwkG-k3Uw
tch_20201214-133320_55,0a4e09e5-3f72-11eb-90a7-0242ac110003,std_1608104461906_455,63H4-2w98
tch_20201214-133320_43,0b6bfc8d-3f72-11eb-90a7-0242ac110003,std_1608104463772_443,rFM7-mo8N
tch_20201214-133320_62,0abd6d3d-3f72-11eb-90a7-0242ac110003,std_1608104462275_462,P8yk-i4zT
tch_20201214-133320_44,0e5a6a41-3f72-11eb-90a7-0242ac110003,std_1608104468690_444,8x7r-QF8X
tch_20201214-133320_63,0d1ce10d-3f72-11eb-a47c-0242ac110003,std_1608104466303_463,t4F3-DtA6
tch_20201214-133320_49,09f0a751-3f72-11eb-a47c-0242ac110003,std_1608104461309_449,6nqm-Ytr6
tch_20201214-133320_57,0eba6457-3f72-11eb-90a7-0242ac110003,std_1608104469304_457,rLs8-6iMw
tch_20201214-133320_56,0cbd0d71-3f72-11eb-a47c-0242ac110003,std_1608104465971_456,U6oy-9w6o
tch_20201214-133320_51,0f580442-3f72-11eb-a47c-0242ac110003,std_1608104470357_451,iweY-3j4o
tch_20201214-133320_65,11f4597e-3f72-11eb-90a7-0242ac110003,std_1608104474338_465,ox3T-pu6b
tch_20201214-133320_58,0ef5e640-3f72-11eb-a47c-0242ac110003,std_1608104469716_458,P3pB-Je26
tch_20201214-133320_64,0f83f621-3f72-11eb-90a7-0242ac110003,std_1608104470323_464,23iA-fVnN
tch_20201214-133320_46,12acfbae-3f72-11eb-a47c-0242ac110003,std_1608104475958_446,iWZT-JUFg
tch_20201214-133320_60,141ae362-3f72-11eb-90a7-0242ac110003,std_1608104478338_460,Vbnz-au3x
tch_20201214-133320_59,12d5b947-3f72-11eb-90a7-0242ac110003,std_1608104476196_459,UEw9-8ZkJ
tch_20201214-133320_52,143ee5e2-3f72-11eb-90a7-0242ac110003,std_1608104478547_452,aAWF-z8tp
tch_20201214-133320_53,1490fd61-3f72-11eb-a47c-0242ac110003,std_1608104479129_453,REZv-Pr9Q
tch_20201214-133320_45,1426a2e6-3f72-11eb-a47c-0242ac110003,std_1608104478418_445,QxjC-zMLR
tch_20201214-133320_54,16f86039-3f72-11eb-90a7-0242ac110003,std_1608104483158_454,hgyP-8hPs
tch_20201214-133320_68,191e755e-3f72-11eb-a47c-0242ac110003,std_1608104486415_468,FwV4-xfQH
tch_20201214-133320_66,14510e80-3f72-11eb-a47c-0242ac110003,std_1608104478363_466,P2Y8-B7rX
tch_20201214-133320_67,16b45276-3f72-11eb-a47c-0242ac110003,std_1608104482387_467,e28u-7ndb
tch_20201214-133320_47,167b8f6e-3f72-11eb-a47c-0242ac110003,std_1608104482315_447,Msra-83hm
tch_20201214-133320_48,19444c53-3f72-11eb-a47c-0242ac110003,std_1608104486997_448,g86R-xibK
tch_20201214-133320_55,1adf104b-3f72-11eb-90a7-0242ac110003,std_1608104489616_455,63H4-2w98
tch_20201214-133320_61,185be89b-3f72-11eb-a47c-0242ac110003,std_1608104485471_461,i3Ki-M74q
tch_20201214-133320_69,1b811d18-3f72-11eb-a47c-0242ac110003,std_1608104490435_469,HQU9-qRpg
tch_20201214-133320_62,1b7de8a6-3f72-11eb-a47c-0242ac110003,std_1608104490734_462,P8yk-i4zT
tch_20201214-133320_57,1caf8b01-3f72-11eb-a47c-0242ac110003,std_1608104492750_457,rLs8-6iMw
tch_20201214-133320_63,1c30bd7a-3f72-11eb-90a7-0242ac110003,std_1608104491888_463,t4F3-DtA6
tch_20201214-133320_50,1aacdd2e-3f72-11eb-90a7-0242ac110003,std_1608104489354_450,RwkG-k3Uw
tch_20201214-133320_70,1de5e825-3f72-11eb-a47c-0242ac110003,std_1608104494456_470,6TNR-Uofu
tch_20201214-133320_56,1cd36659-3f72-11eb-a47c-0242ac110003,std_1608104492987_456,U6oy-9w6o
tch_20201214-133320_49,1c79fc3d-3f72-11eb-a47c-0242ac110003,std_1608104492332_449,6nqm-Ytr6
tch_20201214-133320_71,2049ef41-3f72-11eb-a47c-0242ac110003,std_1608104498477_471,mH4j-cMb7
tch_20201214-133320_58,1fc35a57-3f72-11eb-a47c-0242ac110003,std_1608104497887_458,P3pB-Je26
tch_20201214-133320_51,1e0e7e5f-3f72-11eb-a47c-0242ac110003,std_1608104495023_451,iweY-3j4o
tch_20201214-133320_64,1fe14260-3f72-11eb-90a7-0242ac110003,std_1608104498101_464,23iA-fVnN
tch_20201214-133320_65,1f59756e-3f72-11eb-90a7-0242ac110003,std_1608104497200_465,ox3T-pu6b
tch_20201214-133320_72,22b5237f-3f72-11eb-a47c-0242ac110003,std_1608104502501_472,mVH4-A4tv
tch_20201214-133320_53,24a05132-3f72-11eb-90a7-0242ac110003,std_1608104506031_453,REZv-Pr9Q
tch_20201214-133320_52,2448e253-3f72-11eb-90a7-0242ac110003,std_1608104505476_452,aAWF-z8tp
tch_20201214-133320_66,26c3f461-3f72-11eb-90a7-0242ac110003,std_1608104509642_466,P2Y8-B7rX
tch_20201214-133320_59,2335ec12-3f72-11eb-a47c-0242ac110003,std_1608104503700_459,UEw9-8ZkJ
tch_20201214-133320_60,22fab80e-3f72-11eb-a47c-0242ac110003,std_1608104503287_460,Vbnz-au3x
tch_20201214-133320_67,2747a3de-3f72-11eb-90a7-0242ac110003,std_1608104510506_467,e28u-7ndb
tch_20201214-133320_73,251b7486-3f72-11eb-90a7-0242ac110003,std_1608104506520_473,3k8j-a4E2
tch_20201214-133320_68,26b63973-3f72-11eb-90a7-0242ac110003,std_1608104509544_468,FwV4-xfQH
tch_20201214-133320_54,269172e0-3f72-11eb-90a7-0242ac110003,std_1608104509319_454,hgyP-8hPs
tch_20201214-133320_74,277c4849-3f72-11eb-90a7-0242ac110003,std_1608104510543_474,A6aY-j7p9
tch_20201214-133320_61,2a79f86b-3f72-11eb-a47c-0242ac110003,std_1608104515865_461,i3Ki-M74q
tch_20201214-133320_69,2af039a4-3f72-11eb-a47c-0242ac110003,std_1608104516629_469,HQU9-qRpg
tch_20201214-133320_55,28ff179b-3f72-11eb-a47c-0242ac110003,std_1608104513390_455,63H4-2w98
tch_20201214-133320_75,29e1fd5d-3f72-11eb-a47c-0242ac110003,std_1608104514568_475,an6Q-sobn
tch_20201214-133320_76,2c4f7bb5-3f72-11eb-90a7-0242ac110003,std_1608104518597_476,cHtf-pkx6
tch_20201214-133320_62,2bd71693-3f72-11eb-a47c-0242ac110003,std_1608104518155_462,P8yk-i4zT
tch_20201214-133320_63,2c10ebe4-3f72-11eb-90a7-0242ac110003,std_1608104518528_463,t4F3-DtA6
tch_20201214-133320_70,2c9425d0-3f72-11eb-a47c-0242ac110003,std_1608104519406_470,6TNR-Uofu
tch_20201214-133320_56,2cf3f89e-3f72-11eb-90a7-0242ac110003,std_1608104520021_456,U6oy-9w6o
tch_20201214-133320_57,2c03cc43-3f72-11eb-90a7-0242ac110003,std_1608104518448_457,rLs8-6iMw
tch_20201214-133320_77,2eb5cd1f-3f72-11eb-a47c-0242ac110003,std_1608104522622_477,J8mn-762A
tch_20201214-133320_71,2e54e7c7-3f72-11eb-a47c-0242ac110003,std_1608104522330_471,mH4j-cMb7
tch_20201214-133320_78,3114a499-3f72-11eb-90a7-0242ac110003,std_1608104526641_478,4mC4-y7Bs
tch_20201214-133320_58,30069010-3f72-11eb-90a7-0242ac110003,std_1608104525171_458,P3pB-Je26
tch_20201214-133320_79,338619c6-3f72-11eb-90a7-0242ac110003,std_1608104530663_479,D4yE-wPNj
tch_20201214-133320_72,32357e1a-3f72-11eb-a47c-0242ac110003,std_1608104528862_472,mVH4-A4tv
tch_20201214-133320_64,306ddd09-3f72-11eb-a47c-0242ac110003,std_1608104525818_464,23iA-fVnN
tch_20201214-133320_60,34e81ae5-3f72-11eb-90a7-0242ac110003,std_1608104533380_460,Vbnz-au3x
tch_20201214-133320_67,3555a9b9-3f72-11eb-a47c-0242ac110003,std_1608104534091_467,e28u-7ndb
tch_20201214-133320_65,310561d2-3f72-11eb-a47c-0242ac110003,std_1608104526831_465,ox3T-pu6b
tch_20201214-133320_66,340c6100-3f72-11eb-90a7-0242ac110003,std_1608104531943_466,P2Y8-B7rX
tch_20201214-133320_59,34b12bb3-3f72-11eb-90a7-0242ac110003,std_1608104533000_459,UEw9-8ZkJ
tch_20201214-133320_80,35dbc907-3f72-11eb-90a7-0242ac110003,std_1608104534682_480,hfCG-w6wN
tch_20201214-133320_68,362b2231-3f72-11eb-a47c-0242ac110003,std_1608104535456_468,FwV4-xfQH
tch_20201214-133320_73,359bda40-3f72-11eb-a47c-0242ac110003,std_1608104534527_473,3k8j-a4E2
tch_20201214-133320_81,384798da-3f72-11eb-90a7-0242ac110003,std_1608104538703_481,Y2m8-Y79T
tch_20201214-133320_75,3ae3a12e-3f72-11eb-90a7-0242ac110003,std_1608104543386_475,an6Q-sobn
tch_20201214-133320_61,399d65a2-3f72-11eb-a47c-0242ac110003,std_1608104541271_461,i3Ki-M74q
tch_20201214-133320_76,3aec53f7-3f72-11eb-90a7-0242ac110003,std_1608104543475_476,cHtf-pkx6
tch_20201214-133320_62,3b6ea285-3f72-11eb-90a7-0242ac110003,std_1608104544324_462,P8yk-i4zT
tch_20201214-133320_74,394b2630-3f72-11eb-a47c-0242ac110003,std_1608104540728_474,A6aY-j7p9
tch_20201214-133320_69,3a90c58d-3f72-11eb-a47c-0242ac110003,std_1608104542882_469,HQU9-qRpg
tch_20201214-133320_82,3aac1647-3f72-11eb-a47c-0242ac110003,std_1608104542727_482,AETd-hyv9
tch_20201214-133320_63,3d028909-3f72-11eb-a47c-0242ac110003,std_1608104546943_463,t4F3-DtA6
tch_20201214-133320_70,3d6b0f5d-3f72-11eb-90a7-0242ac110003,std_1608104547626_470,6TNR-Uofu
tch_20201214-133320_83,3d226d97-3f72-11eb-a47c-0242ac110003,std_1608104546749_483,vdR7-tyJg
tch_20201214-133320_84,3f75fa87-3f72-11eb-a47c-0242ac110003,std_1608104550767_484,qbaL-o2b6
tch_20201214-133320_78,401ff5b5-3f72-11eb-90a7-0242ac110003,std_1608104552155_478,4mC4-y7Bs
tch_20201214-133320_71,3fb54d35-3f72-11eb-a47c-0242ac110003,std_1608104551450_471,mH4j-cMb7
tch_20201214-133320_67,43105ec2-3f72-11eb-a47c-0242ac110003,std_1608104557112_467,e28u-7ndb
tch_20201214-133320_77,3e877bcd-3f72-11eb-a47c-0242ac110003,std_1608104549520_477,J8mn-762A
tch_20201214-133320_85,41dce816-3f72-11eb-a47c-0242ac110003,std_1608104554789_485,497K-Z9ey
tch_20201214-133320_86,444b76fc-3f72-11eb-90a7-0242ac110003,std_1608104558804_486,2snB-2Gh4
tch_20201214-133320_79,4177bdb1-3f72-11eb-a47c-0242ac110003,std_1608104554418_479,D4yE-wPNj
tch_20201214-133320_66,43921268-3f72-11eb-a47c-0242ac110003,std_1608104557945_466,P2Y8-B7rX
tch_20201214-133320_72,41e796af-3f72-11eb-90a7-0242ac110003,std_1608104555180_472,mVH4-A4tv
tch_20201214-133320_64,421695df-3f72-11eb-90a7-0242ac110003,std_1608104555478_464,23iA-fVnN
tch_20201214-133320_65,431ae652-3f72-11eb-a47c-0242ac110003,std_1608104557179_465,ox3T-pu6b
tch_20201214-133320_87,46abae57-3f72-11eb-a47c-0242ac110003,std_1608104562819_487,t9eF-CgpA
tch_20201214-133320_80,45d4fd50-3f72-11eb-a47c-0242ac110003,std_1608104561752_480,hfCG-w6wN
tch_20201214-133320_68,46ed4b30-3f72-11eb-a47c-0242ac110003,std_1608104563606_468,FwV4-xfQH
tch_20201214-133320_81,486f7ed9-3f72-11eb-90a7-0242ac110003,std_1608104566144_481,Y2m8-Y79T
tch_20201214-133320_75,4897c754-3f72-11eb-a47c-0242ac110003,std_1608104566372_475,an6Q-sobn
tch_20201214-133320_76,493f0396-3f72-11eb-a47c-0242ac110003,std_1608104567494_476,cHtf-pkx6
tch_20201214-133320_73,47dd5060-3f72-11eb-90a7-0242ac110003,std_1608104565186_473,3k8j-a4E2
tch_20201214-133320_70,4cc96303-3f72-11eb-90a7-0242ac110003,std_1608104573407_470,6TNR-Uofu
tch_20201214-133320_69,4a9a2634-3f72-11eb-90a7-0242ac110003,std_1608104569732_469,HQU9-qRpg
tch_20201214-133320_74,49d1f418-3f72-11eb-90a7-0242ac110003,std_1608104568459_474,A6aY-j7p9
tch_20201214-133320_83,4d348092-3f72-11eb-90a7-0242ac110003,std_1608104574138_483,vdR7-tyJg
tch_20201214-133320_88,490d1e5a-3f72-11eb-a47c-0242ac110003,std_1608104566845_488,d8GC-r6G2
tch_20201214-133320_89,4b7396ca-3f72-11eb-a47c-0242ac110003,std_1608104570865_489,c9uD-6K3Y
tch_20201214-133320_90,4dd83a11-3f72-11eb-a47c-0242ac110003,std_1608104574890_490,2uwE-RXe7
tch_20201214-133320_82,4a9cbef8-3f72-11eb-a47c-0242ac110003,std_1608104569763_482,AETd-hyv9
tch_20201214-133320_84,4d6490e7-3f72-11eb-a47c-0242ac110003,std_1608104574452_484,qbaL-o2b6
tch_20201214-133320_71,4f7dad91-3f72-11eb-90a7-0242ac110003,std_1608104577963_471,mH4j-cMb7
tch_20201214-133320_77,50bf5536-3f72-11eb-a47c-0242ac110003,std_1608104580072_477,J8mn-762A
tch_20201214-133320_78,4f079259-3f72-11eb-a47c-0242ac110003,std_1608104577186_478,4mC4-y7Bs
tch_20201214-133320_92,52adde8a-3f72-11eb-a47c-0242ac110003,std_1608104582971_492,EZF4-aLsy
tch_20201214-133320_79,52b9777f-3f72-11eb-a47c-0242ac110003,std_1608104583407_479,D4yE-wPNj
tch_20201214-133320_91,50428431-3f72-11eb-90a7-0242ac110003,std_1608104578948_491,vqv6-F6o9
tch_20201214-133320_86,521ebd90-3f72-11eb-a47c-0242ac110003,std_1608104582357_486,2snB-2Gh4
tch_20201214-133320_85,51d6df91-3f72-11eb-90a7-0242ac110003,std_1608104581913_485,497K-Z9ey
tch_20201214-133320_93,551679f2-3f72-11eb-90a7-0242ac110003,std_1608104586993_493,YT2N-34i9
tch_20201214-133320_87,5595e318-3f72-11eb-90a7-0242ac110003,std_1608104588203_487,t9eF-CgpA
tch_20201214-133320_80,55a7969b-3f72-11eb-90a7-0242ac110003,std_1608104588309_480,hfCG-w6wN
tch_20201214-133320_72,53e43b46-3f72-11eb-90a7-0242ac110003,std_1608104585359_472,mVH4-A4tv
tch_20201214-133320_81,57a11cf5-3f72-11eb-a47c-0242ac110003,std_1608104591640_481,Y2m8-Y79T
tch_20201214-133320_94,57737c88-3f72-11eb-90a7-0242ac110003,std_1608104591012_494,36oL-dEq3
tch_20201214-133320_75,583ff519-3f72-11eb-90a7-0242ac110003,std_1608104592688_475,an6Q-sobn
tch_20201214-133320_73,59d9a7d1-3f72-11eb-90a7-0242ac110003,std_1608104595368_473,3k8j-a4E2
tch_20201214-133320_76,595c87ed-3f72-11eb-a47c-0242ac110003,std_1608104594512_476,cHtf-pkx6
tch_20201214-133320_95,59d9803d-3f72-11eb-a47c-0242ac110003,std_1608104595034_495,i9M6-EbPG
tch_20201214-133320_88,5b9058a0-3f72-11eb-90a7-0242ac110003,std_1608104598220_488,d8GC-r6G2
tch_20201214-133320_74,5a37f456-3f72-11eb-a47c-0242ac110003,std_1608104595988_474,A6aY-j7p9
tch_20201214-133320_96,5c3ceb7f-3f72-11eb-a47c-0242ac110003,std_1608104599057_496,hkeo-dwxK
tch_20201214-133320_83,5afc070a-3f72-11eb-90a7-0242ac110003,std_1608104597228_483,vdR7-tyJg
tch_20201214-133320_90,5cc29656-3f72-11eb-90a7-0242ac110003,std_1608104600237_490,2uwE-RXe7
tch_20201214-133320_89,5c5359ba-3f72-11eb-90a7-0242ac110003,std_1608104599487_489,c9uD-6K3Y
tch_20201214-133320_97,5ea7349f-3f72-11eb-90a7-0242ac110003,std_1608104603081_497,z9s6-Hx78
tch_20201214-133320_82,5d3ccfba-3f72-11eb-a47c-0242ac110003,std_1608104601039_482,AETd-hyv9
tch_20201214-133320_84,5e3dec36-3f72-11eb-a47c-0242ac110003,std_1608104602719_484,qbaL-o2b6
tch_20201214-133320_77,5f8b7afb-3f72-11eb-90a7-0242ac110003,std_1608104604901_477,J8mn-762A
tch_20201214-133320_85,625aa073-3f72-11eb-a47c-0242ac110003,std_1608104609615_485,497K-Z9ey
tch_20201214-133320_79,61a1fe63-3f72-11eb-a47c-0242ac110003,std_1608104608383_479,D4yE-wPNj
tch_20201214-133320_92,618c2c8d-3f72-11eb-90a7-0242ac110003,std_1608104608268_492,EZF4-aLsy
tch_20201214-133320_91,61d2d22e-3f72-11eb-a47c-0242ac110003,std_1608104608699_491,vqv6-F6o9
tch_20201214-133320_78,610c4e44-3f72-11eb-a47c-0242ac110003,std_1608104607397_478,4mC4-y7Bs
tch_20201214-133320_98,6113529c-3f72-11eb-90a7-0242ac110003,std_1608104607110_498,wLvJ-EsaJ
tch_20201214-133320_86,620183aa-3f72-11eb-90a7-0242ac110003,std_1608104609046_486,2snB-2Gh4
tch_20201214-133320_99,637055d3-3f72-11eb-a47c-0242ac110003,std_1608104611123_499,7No3-u3CQ
tch_20201214-133320_93,631bf496-3f72-11eb-90a7-0242ac110003,std_1608104610848_493,YT2N-34i9
tch_20201214-133320_87,64f4ab75-3f72-11eb-90a7-0242ac110003,std_1608104613988_487,t9eF-CgpA
tch_20201214-133320_80,6559afaa-3f72-11eb-90a7-0242ac110003,std_1608104614652_480,hfCG-w6wN
tch_20201214-133320_100,65d5e404-3f72-11eb-a47c-0242ac110003,std_1608104615145_500,p893-LMJR
tch_20201214-133320_81,6791ec1d-3f72-11eb-90a7-0242ac110003,std_1608104618373_481,Y2m8-Y79T
tch_20201214-133320_95,6a555153-3f72-11eb-a47c-0242ac110003,std_1608104622973_495,i9M6-EbPG
tch_20201214-133320_88,6a5f15c0-3f72-11eb-90a7-0242ac110003,std_1608104623061_488,d8GC-r6G2
tch_20201214-133320_94,680ac586-3f72-11eb-90a7-0242ac110003,std_1608104619159_494,36oL-dEq3
tch_20201214-133320_90,6beeddb1-3f72-11eb-90a7-0242ac110003,std_1608104625701_490,2uwE-RXe7
tch_20201214-133320_83,6bcf9567-3f72-11eb-90a7-0242ac110003,std_1608104625489_483,vdR7-tyJg
tch_20201214-133320_97,6cade766-3f72-11eb-90a7-0242ac110003,std_1608104626929_497,z9s6-Hx78
tch_20201214-133320_96,6b78e9e9-3f72-11eb-90a7-0242ac110003,std_1608104624919_496,hkeo-dwxK
tch_20201214-133320_89,6c972bbf-3f72-11eb-90a7-0242ac110003,std_1608104626793_489,c9uD-6K3Y
tch_20201214-133320_82,6e3857fb-3f72-11eb-90a7-0242ac110003,std_1608104629473_482,AETd-hyv9
tch_20201214-133320_84,6e4eed48-3f72-11eb-a47c-0242ac110003,std_1608104629677_484,qbaL-o2b6
tch_20201214-133320_85,706d60f7-3f72-11eb-a47c-0242ac110003,std_1608104633247_485,497K-Z9ey
tch_20201214-133320_92,71c2b7fc-3f72-11eb-a47c-0242ac110003,std_1608104635444_492,EZF4-aLsy
tch_20201214-133320_86,72f173d5-3f72-11eb-a47c-0242ac110003,std_1608104637455_486,2snB-2Gh4
tch_20201214-133320_98,726ab7b4-3f72-11eb-a47c-0242ac110003,std_1608104636555_498,wLvJ-EsaJ
tch_20201214-133320_91,7200ab4b-3f72-11eb-90a7-0242ac110003,std_1608104635881_491,vqv6-F6o9
tch_20201214-133320_87,73f7bff2-3f72-11eb-a47c-0242ac110003,std_1608104639173_487,t9eF-CgpA
tch_20201214-133320_93,73891fd6-3f72-11eb-90a7-0242ac110003,std_1608104638447_493,YT2N-34i9
tch_20201214-133320_99,73689f03-3f72-11eb-90a7-0242ac110003,std_1608104638186_499,7No3-u3CQ
tch_20201214-133320_100,75f84b2f-3f72-11eb-a47c-0242ac110003,std_1608104642489_500,p893-LMJR
tch_20201214-133320_95,7832f92f-3f72-11eb-90a7-0242ac110003,std_1608104646259_495,i9M6-EbPG
tch_20201214-133320_88,794cccee-3f72-11eb-90a7-0242ac110003,std_1608104648141_488,d8GC-r6G2
tch_20201214-133320_90,7aeebd04-3f72-11eb-90a7-0242ac110003,std_1608104650856_490,2uwE-RXe7
tch_20201214-133320_94,799a02fc-3f72-11eb-a47c-0242ac110003,std_1608104648614_494,36oL-dEq3
tch_20201214-133320_97,7bc93e6b-3f72-11eb-90a7-0242ac110003,std_1608104652264_497,z9s6-Hx78
tch_20201214-133320_96,7ce7a7a2-3f72-11eb-90a7-0242ac110003,std_1608104654153_496,hkeo-dwxK
tch_20201214-133320_89,7cfc405c-3f72-11eb-90a7-0242ac110003,std_1608104654305_489,c9uD-6K3Y
tch_20201214-133320_92,80d3d5ab-3f72-11eb-a47c-0242ac110003,std_1608104660739_492,EZF4-aLsy
tch_20201214-133320_98,81a6dcff-3f72-11eb-a47c-0242ac110003,std_1608104662124_498,wLvJ-EsaJ
tch_20201214-133320_93,82bb8141-3f72-11eb-a47c-0242ac110003,std_1608104663957_493,YT2N-34i9
tch_20201214-133320_91,81f85846-3f72-11eb-90a7-0242ac110003,std_1608104662653_491,vqv6-F6o9
tch_20201214-133320_99,848aea11-3f72-11eb-a47c-0242ac110003,std_1608104666981_499,7No3-u3CQ
tch_20201214-133320_100,86d59d8b-3f72-11eb-a47c-0242ac110003,std_1608104670779_500,p893-LMJR
tch_20201214-133320_95,88101966-3f72-11eb-90a7-0242ac110003,std_1608104672879_495,i9M6-EbPG
tch_20201214-133320_94,89cd3274-3f72-11eb-a47c-0242ac110003,std_1608104675795_494,36oL-dEq3
tch_20201214-133320_97,8b80d611-3f72-11eb-a47c-0242ac110003,std_1608104678658_497,z9s6-Hx78
tch_20201214-133320_96,8c1e9cd0-3f72-11eb-90a7-0242ac110003,std_1608104679673_496,hkeo-dwxK
tch_20201214-133320_98,922064bf-3f72-11eb-a47c-0242ac110003,std_1608104689749_498,wLvJ-EsaJ
