extuserid,groupid,tchextuserid
std_1692380037416_216,82667a0b-75ce-4b35-a6d6-b2a92b29c32a,tch_20230818-214917_216
std_1692380354410_212,9f70889f-5d52-478d-b4e1-eab7e1c201ff,tch_20230818-214917_212
std_1692380256990_214,0c9b91fe-37f1-4bc4-af5b-8bdb9a235fc9,tch_20230818-214917_214
std_1692380050996_217,5c14fc86-e780-4f9c-9809-c98edf96616e,tch_20230818-214917_217
std_1692380380785_213,3e64cc18-4e9a-4c88-9e0f-04d895d79758,tch_20230818-214917_213
std_1692380161826_215,3c505bcd-a74e-4628-afe2-f71b04302838,tch_20230818-214917_215
std_1692380176357_216,45635193-dd67-4423-92e7-abf1c0fc85fa,tch_20230818-214917_216
std_1692380389447_214,240bbe78-a874-4ddd-ac64-b2a189296334,tch_20230818-214917_214
std_1692380080624_218,61f0fd3a-35e2-4a9d-b848-643af1abe8f4,tch_20230818-214917_218
std_1692380179164_217,50ade411-47c9-485c-8993-386f462c2991,tch_20230818-214917_217
std_1692380290939_215,03ec9d6a-6cdc-47df-a276-2e55a814fd61,tch_20230818-214917_215
std_1692380306471_216,34b456fb-a0eb-4abc-a8c2-f1a38ac3e1b0,tch_20230818-214917_216
std_1692380315437_217,a49d07ad-a3b9-4512-9486-d3db8281cc9f,tch_20230818-214917_217
std_1692380209914_218,dfb33e65-a5a0-4895-b6ee-20e6253e759a,tch_20230818-214917_218
std_1692380431410_216,2121ee90-613b-4238-85d2-5c75f910211f,tch_20230818-214917_216
std_1692380428116_215,a0b84abd-9148-40fb-9209-e1a711de5a13,tch_20230818-214917_215
std_1692380099247_219,af5937e0-69bc-4729-b4e4-7d36cbaa56b5,tch_20230818-214917_219
std_1692380120201_220,24797a08-3376-47f3-97d4-1638f5619b54,tch_20230818-214917_220
std_1692380451265_217,f9c4a9f4-17a8-46e3-81eb-d4e330b05b43,tch_20230818-214917_217
std_1692380342019_218,a0920849-9dd7-4af9-92f2-cc689a89abcd,tch_20230818-214917_218
std_1692380231968_219,b3ebebe2-53a8-4ebd-a178-fb1805baa6c5,tch_20230818-214917_219
std_1692380135296_221,4f82c15a-0516-4280-b7cb-4d56eadef995,tch_20230818-214917_221
std_1692380253018_220,f3e51960-f6ad-46d5-8f91-8c6bbfad6441,tch_20230818-214917_220
std_1692380476195_218,38edd754-30e5-4cfb-882c-592b6f287b80,tch_20230818-214917_218
std_1692380157170_222,144a0e6f-3930-4ffb-aa1e-52dc2af99ad8,tch_20230818-214917_222
std_1692380377753_219,300b1b6b-07b0-45ff-b2c3-02f3f2c08174,tch_20230818-214917_219
std_1692380273624_221,e981a122-2c7f-4a7e-9eeb-da6c198eabde,tch_20230818-214917_221
std_1692380171803_223,08b7aed3-1488-41dc-b010-5f798aaf5be7,tch_20230818-214917_223
std_1692380386766_220,84e8ea02-7c21-4657-b19a-d0bf21533335,tch_20230818-214917_220
std_1692380292022_222,88776197-960e-4dda-98ef-a887e01dc2e4,tch_20230818-214917_222
std_1692380510544_219,75ec9a40-8f90-40bd-9c63-5249b4fdc145,tch_20230818-214917_219
std_1692380413848_221,c04c1c63-ad3a-4c61-90ff-7c583d684937,tch_20230818-214917_221
std_1692380304547_223,4e397fb0-463f-48dd-ae67-691a7a90c121,tch_20230818-214917_223
std_1692380515940_220,614c4749-16a7-4916-a5ed-d32b0f45545c,tch_20230818-214917_220
std_1692380200198_224,e715d4fa-0222-4089-b27b-0965c5d8207f,tch_20230818-214917_224
std_1692380427995_222,e76a4f5f-6aa6-493a-aea7-f329b1db5056,tch_20230818-214917_222
std_1692380542129_221,c6015d24-0265-4e1d-8780-2f629e10c9e1,tch_20230818-214917_221
std_1692380439975_223,0b90bc8a-3596-4fe6-955e-3e1cf4acc4f7,tch_20230818-214917_223
std_1692380218602_225,5757b206-8f13-4239-9cc5-4e9ee05c53f5,tch_20230818-214917_225
std_1692380232575_226,8189dbcf-3be9-47d9-8c7f-e447a05931f5,tch_20230818-214917_226
std_1692380339058_224,e27fbb38-963a-443b-b179-7a7309e8e9ce,tch_20230818-214917_224
std_1692380555641_222,8cc1cb63-5d5f-4e31-8d65-69caa917bf07,tch_20230818-214917_222
std_1692380566562_223,565f04d0-5ee1-467f-a91b-caeedefa8a2d,tch_20230818-214917_223
std_1692380358702_225,deb00ede-b537-4ea8-8478-0a686a8144f7,tch_20230818-214917_225
std_1692380365024_226,d5f770a4-8c57-4fb8-916d-fb72b9b09dfa,tch_20230818-214917_226
std_1692380268649_228,8364ab35-6702-40c9-b535-c0428a5c3381,tch_20230818-214917_228
std_1692380472339_224,d2e117a9-3dcc-415a-b071-fa0bb02c3d7d,tch_20230818-214917_224
std_1692380263551_227,fdd4fafc-f0fd-4bc9-be0b-979419ccda43,tch_20230818-214917_227
std_1692380492759_225,870da8a9-acd2-4f2d-a091-e9e9907ff96e,tch_20230818-214917_225
std_1692380499309_226,97d22378-2eee-4ab9-954c-fc3221af619e,tch_20230818-214917_226
std_1692380606732_224,db7713b0-5e9c-4929-9b7d-66108814e916,tch_20230818-214917_224
std_1692380399621_228,70411d0a-f215-4787-b3dc-ab66e789232e,tch_20230818-214917_228
std_1692380292565_229,3554fe51-96aa-476a-a96f-838b815d2a51,tch_20230818-214917_229
std_1692380399283_227,09f6ede5-aad1-4cab-a8e2-a05cedb10180,tch_20230818-214917_227
std_1692380623680_225,86389445-fa5a-4984-86c5-27d616caeb0a,tch_20230818-214917_225
std_1692380626292_226,40fcf9ca-c804-4192-b1f8-2aaee239ba04,tch_20230818-214917_226
std_1692380529429_228,f9875284-2982-4a4f-9581-bfb8e261e304,tch_20230818-214917_228
std_1692380428387_229,599de1fb-a8e4-47c0-b6ea-a9f41918f5c9,tch_20230818-214917_229
std_1692380539314_227,0e058a6f-46c2-410e-b787-a8f9e5d673e9,tch_20230818-214917_227
std_1692380320357_230,e9d8198d-25c3-4142-8c8b-0a7a0a42ce93,tch_20230818-214917_230
std_1692380341240_231,26fc2498-f797-4c09-9c82-39f2a67d9aa5,tch_20230818-214917_231
std_1692380357023_232,42d0aed9-897e-41fd-b654-707ae508127e,tch_20230818-214917_232
std_1692380657316_228,232e1246-61df-4aae-af38-19c16dbc8268,tch_20230818-214917_228
std_1692380552766_229,e75225bc-b596-4e8f-9861-61c35363e53b,tch_20230818-214917_229
std_1692380671600_227,f0b4cbb5-2c32-497f-b1cc-1ff1f07c1eac,tch_20230818-214917_227
std_1692380453550_230,1553b098-1be8-4b09-936d-060be963f32f,tch_20230818-214917_230
std_1692380471162_231,9441da24-1433-41d2-a424-c29c9bab7cfb,tch_20230818-214917_231
std_1692380486501_232,93f32abd-82c2-4d9c-8752-9f5f418a1959,tch_20230818-214917_232
std_1692380382961_233,c3c84959-1939-401d-8075-70431ecf73ed,tch_20230818-214917_233
std_1692380686856_229,07b7a9a0-f4bd-4792-aa57-4da2cf1a8350,tch_20230818-214917_229
std_1692380590813_230,d9c29297-3c1f-4864-9d53-847e11f9ada5,tch_20230818-214917_230
std_1692380397796_234,fdaf96a8-86b9-4c70-b5f5-602ebc7e374d,tch_20230818-214917_234
std_1692380599397_231,8553e360-a6d5-4c88-bcac-cd446a7700ea,tch_20230818-214917_231
std_1692380611363_232,bb324fa1-7860-4ac3-957b-8d7545ce3b86,tch_20230818-214917_232
std_1692380510169_233,21e5a757-9703-4a4b-814d-bd800307c4c5,tch_20230818-214917_233
std_1692380417969_235,a00a0899-9a62-42a7-b5e4-623e9d54d3e4,tch_20230818-214917_235
std_1692380723358_230,a111ba6a-a205-4a50-ba26-7a9adbac9e17,tch_20230818-214917_230
std_1692380527571_234,85915052-1dd3-4261-9177-30d4c07ab25c,tch_20230818-214917_234
std_1692380737630_231,82844973-882c-4e75-bd05-b9bcaf90927d,tch_20230818-214917_231
std_1692380739099_232,6c9a8d0b-d7de-41db-830b-1ef137314172,tch_20230818-214917_232
std_1692380641614_233,721ea885-8779-4447-902f-1b74a814c5d3,tch_20230818-214917_233
std_1692380550909_235,698c7242-2db0-4a95-a680-f702afcbe0a0,tch_20230818-214917_235
std_1692380649647_234,a7a23314-4aa5-4346-9697-3bddb4ef4be1,tch_20230818-214917_234
std_1692380456116_237,9c1b61e1-e578-441e-8f70-344a8ebd612e,tch_20230818-214917_237
std_1692380770430_233,17e45ffd-7e0c-42cd-a5e8-9bc718a80be2,tch_20230818-214917_233
std_1692380444331_236,7926b1ac-fab5-4f8c-ac4c-34130606c0d4,tch_20230818-214917_236
std_1692380677562_235,6665a4fa-285e-4c38-bf5a-8baabc422ef2,tch_20230818-214917_235
std_1692380476374_238,613b8f84-e54e-4c76-a8a7-7aba0264ba59,tch_20230818-214917_238
std_1692380786635_234,5fa91a99-e419-42d1-8c54-01cbaa84474a,tch_20230818-214917_234
std_1692380589208_237,a3d7b5d2-9536-4e46-a10a-a689ade08ee9,tch_20230818-214917_237
std_1692380579355_236,4f692ec7-1854-435a-a606-889b8eacc800,tch_20230818-214917_236
std_1692380810229_235,0e568607-0dbd-4ea3-82a2-83a9f884af53,tch_20230818-214917_235
std_1692380606848_238,93f10140-5dda-4bf4-8a7b-46301fc01f02,tch_20230818-214917_238
std_1692380716501_236,c5fba437-b3cd-4db5-a3ac-3a984b14aa8f,tch_20230818-214917_236
std_1692380711100_237,08f405ff-ff6d-465c-a5fa-072c0cc62024,tch_20230818-214917_237
std_1692380496306_239,365b6cd4-1fa4-41d3-aa47-a1ff8abe03e6,tch_20230818-214917_239
std_1692380506638_240,e7569152-1d45-40be-ab34-e7d3ca5a2bb4,tch_20230818-214917_240
std_1692380733599_238,6652966a-c7e4-4d2f-93d9-d37a2bd44eca,tch_20230818-214917_238
std_1692380845312_237,b8360632-d169-48e8-8607-c141b9f0952b,tch_20230818-214917_237
std_1692380852690_236,b78b263e-634e-40d8-a9d9-996548221fd6,tch_20230818-214917_236
std_1692380628197_239,c2fd2834-4e8c-42c6-93f9-ade17e97933b,tch_20230818-214917_239
std_1692380638211_240,bf206821-98e8-45b3-ac8e-aa2f2a61669f,tch_20230818-214917_240
std_1692380864014_238,a6ec28df-fac3-45eb-a1a9-39f3a1c40c03,tch_20230818-214917_238
std_1692380534374_241,4ca7cb56-a9bd-4f88-a68d-24299c265914,tch_20230818-214917_241
std_1692380764084_239,a7b6dea2-f9e3-45fb-8754-a8ef5ea5cac2,tch_20230818-214917_239
std_1692380771853_240,c5539aea-b912-4dae-8069-cbba5e2dc55c,tch_20230818-214917_240
std_1692380557820_242,c2cff80c-0e61-4c66-a7b5-2b1be9386a30,tch_20230818-214917_242
std_1692380673188_241,0b2b4e00-7746-405e-8ece-59518b509fbd,tch_20230818-214917_241
std_1692380900626_239,710af0a2-3243-443b-9671-c7132e2e1f92,tch_20230818-214917_239
std_1692380579996_243,ebbbfe72-1508-4764-9276-32978663558e,tch_20230818-214917_243
std_1692380912895_240,2e3207ed-6e32-4932-a1e9-fa968bc9b2cc,tch_20230818-214917_240
std_1692380809219_241,014bb389-98b3-4465-bef3-7179ab3edf05,tch_20230818-214917_241
std_1692380695515_242,0adcb623-47ff-4a90-b008-d352f688898b,tch_20230818-214917_242
std_1692380603658_244,9c89bae4-1367-419b-a00c-3a285aa0d5a6,tch_20230818-214917_244
std_1692380713454_243,a6a36a45-f239-4ede-881b-8d5f4ed1f346,tch_20230818-214917_243
std_1692380944034_241,065ed336-275d-4bfd-a9df-21c22e0f149d,tch_20230818-214917_241
std_1692380834583_242,e76a435a-d907-4b6d-9fd2-c2d15baef1b0,tch_20230818-214917_242
std_1692380622980_245,3c016dfe-e7fc-44ba-a65b-a6ba9b321274,tch_20230818-214917_245
std_1692380735969_244,b51877f1-661b-45ea-99c8-9f9c886cd1e9,tch_20230818-214917_244
std_1692380643846_246,dfa88de4-4480-4077-aedb-9cc2e94e0d42,tch_20230818-214917_246
std_1692380849908_243,e4c0c5c3-426e-488e-a476-cd400474c79e,tch_20230818-214917_243
std_1692380753208_245,672d0462-d4d2-4c54-86ea-0f9b1637a888,tch_20230818-214917_245
std_1692380968829_242,9d8a0fc1-cd58-4e56-8dff-e59f2db1a61a,tch_20230818-214917_242
std_1692380873528_244,c28524bf-86e4-4995-950d-edaa40666a07,tch_20230818-214917_244
std_1692380665012_247,2ddab446-dd9c-4e61-a25a-e662b800417c,tch_20230818-214917_247
std_1692380770589_246,a99d779d-efb2-4056-820e-c29378b6a689,tch_20230818-214917_246
std_1692380990190_243,182efbb3-1ba1-4bdc-96de-5e43b550fde2,tch_20230818-214917_243
std_1692380889837_245,7977abc8-bf08-482c-8068-0ad7b35b5db7,tch_20230818-214917_245
std_1692380675818_248,9b7d2436-c637-4178-b514-3832d8747006,tch_20230818-214917_248
std_1692381009535_244,02cff8e2-87cc-42aa-82fd-09eb3fd7117c,tch_20230818-214917_244
std_1692380908051_246,45a49502-6811-4340-a381-c3cbf54b7d52,tch_20230818-214917_246
std_1692380798343_247,586aa071-0948-4ee8-8d30-db8be4d72850,tch_20230818-214917_247
std_1692381024760_245,e3812192-1942-4374-9c7c-32e32c04dd1b,tch_20230818-214917_245
std_1692380703026_249,7bac3e4f-2937-43bc-92e8-8f9bb1077e99,tch_20230818-214917_249
std_1692380809314_248,5b63bfe0-3815-4159-a32d-28cce798befb,tch_20230818-214917_248
std_1692380715798_250,6f8a8117-cbda-4336-bc2f-33d8b2ba1452,tch_20230818-214917_250
std_1692381037569_246,e1ca8cb3-a33f-4fd9-a477-d69fdd46aa43,tch_20230818-214917_246
std_1692380932081_247,544a77be-a283-40ab-a527-21a00e087c09,tch_20230818-214917_247
std_1692380834894_249,506c0676-1e75-41a6-babc-d247208574e1,tch_20230818-214917_249
std_1692380947630_248,df6f7817-043d-487a-8222-55b58a509e7d,tch_20230818-214917_248
std_1692380846767_250,efb0a3bb-655e-4996-8735-c8a50b50e674,tch_20230818-214917_250
std_1692381062765_247,d0a2ec76-4b58-495c-8b12-dc6187f40339,tch_20230818-214917_247
std_1692380970630_249,adba97b9-9e25-48ad-bda1-d7dffe04c5a6,tch_20230818-214917_249
std_1692381084845_248,0c9b9dde-e646-436c-9c58-78d8cd8cee07,tch_20230818-214917_248
std_1692380979510_250,d9c2855c-8f04-423e-8e43-3245b0972b86,tch_20230818-214917_250
std_1692381104504_249,8e1ad278-4e18-496b-a549-bc2bba216ae5,tch_20230818-214917_249
std_1692381117697_250,c34b08ac-918a-491f-9758-fed919a5130f,tch_20230818-214917_250
