tchextid,stduserid,stdextid,classcode
tch_20200707-163005_76,92a560cd-c11f-11ea-acee-0242ac110002,std_1594215193037_376,YGMF-7b32
tch_20200707-163005_73,955824b6-c11f-11ea-acee-0242ac110002,std_1594215197567_373,s8cP-8pk3
tch_20200707-163005_83,95117e62-c11f-11ea-af23-0242ac110002,std_1594215196772_383,9xaM-2xaQ
tch_20200707-163005_80,96c0dc86-c11f-11ea-887e-0242ac110002,std_1594215199935_380,26Eo-jbKo
tch_20200707-163005_77,99bd2c03-c11f-11ea-af23-0242ac110002,std_1594215204903_377,n6eW-KyFC
tch_20200707-163005_84,99d520d9-c11f-11ea-acee-0242ac110002,std_1594215204785_384,3ZY8-HzxP
tch_20200707-163005_78,9d1753ab-c11f-11ea-af23-0242ac110002,std_1594215210574_378,ybF9-jDyV
tch_20200707-163005_75,9c327205-c11f-11ea-af23-0242ac110002,std_1594215208999_375,2w94-WGTg
tch_20200707-163005_81,9d15f42d-c11f-11ea-887e-0242ac110002,std_1594215210545_381,q7uK-e7Go
tch_20200707-163005_85,9ea2fd27-c11f-11ea-887e-0242ac110002,std_1594215212797_385,Y4fX-pBGz
tch_20200707-163005_74,9d96479d-c11f-11ea-887e-0242ac110002,std_1594215211408_374,Tp9H-BKUs
tch_20200707-163005_82,a1f2762c-c11f-11ea-af23-0242ac110002,std_1594215218698_382,X8C7-pXQX
tch_20200707-163005_79,a29bd58d-c11f-11ea-acee-0242ac110002,std_1594215219827_379,tspr-8jMv
tch_20200707-163005_86,a3640719-c11f-11ea-acee-0242ac110002,std_1594215220808_386,y6ai-Kpn3
tch_20200707-163005_83,a43bca0f-c11f-11ea-887e-0242ac110002,std_1594215222532_383,9xaM-2xaQ
tch_20200707-163005_76,a38fabd7-c11f-11ea-887e-0242ac110002,std_1594215221417_376,YGMF-7b32
tch_20200707-163005_80,a6d81f70-c11f-11ea-af23-0242ac110002,std_1594215226915_380,26Eo-jbKo
tch_20200707-163005_87,a8331ba3-c11f-11ea-887e-0242ac110002,std_1594215228822_387,ypG8-7Leu
tch_20200707-163005_78,ab02b6f9-c11f-11ea-af23-0242ac110002,std_1594215233925_378,ybF9-jDyV
tch_20200707-163005_84,aa1744e4-c11f-11ea-af23-0242ac110002,std_1594215232382_384,3ZY8-HzxP
tch_20200707-163005_85,ac699958-c11f-11ea-acee-0242ac110002,std_1594215236263_385,Y4fX-pBGz
tch_20200707-163005_77,a9a71e2e-c11f-11ea-af23-0242ac110002,std_1594215231609_377,n6eW-KyFC
tch_20200707-163005_88,acf22a27-c11f-11ea-acee-0242ac110002,std_1594215236833_388,UZKG-9Amo
tch_20200707-163005_81,ac4ce9f6-c11f-11ea-887e-0242ac110002,std_1594215236071_381,q7uK-e7Go
tch_20200707-163005_82,b0630e57-c11f-11ea-887e-0242ac110002,std_1594215242928_382,X8C7-pXQX
tch_20200707-163005_79,b078dfdf-c11f-11ea-acee-0242ac110002,std_1594215243059_379,tspr-8jMv
tch_20200707-163005_89,b1b90111-c11f-11ea-af23-0242ac110002,std_1594215244844_389,Dp8z-D3VL
tch_20200707-163005_83,b3c30297-c11f-11ea-887e-0242ac110002,std_1594215248605_383,9xaM-2xaQ
tch_20200707-163005_86,b257166f-c11f-11ea-acee-0242ac110002,std_1594215246220_386,y6ai-Kpn3
tch_20200707-163005_90,b68026c5-c11f-11ea-acee-0242ac110002,std_1594215252857_390,Dr34-8Eqn
tch_20200707-163005_80,b4e2f133-c11f-11ea-887e-0242ac110002,std_1594215250479_380,26Eo-jbKo
tch_20200707-163005_87,b7f3dae2-c11f-11ea-887e-0242ac110002,std_1594215255614_387,ypG8-7Leu
tch_20200707-163005_84,baa05cec-c11f-11ea-acee-0242ac110002,std_1594215260105_384,3ZY8-HzxP
tch_20200707-163005_91,bb448bf7-c11f-11ea-887e-0242ac110002,std_1594215260868_391,s39V-6uV8
tch_20200707-163005_88,bbdbeabf-c11f-11ea-887e-0242ac110002,std_1594215262166_388,UZKG-9Amo
tch_20200707-163005_85,bb82cdee-c11f-11ea-af23-0242ac110002,std_1594215261614_385,Y4fX-pBGz
tch_20200707-163005_81,bcb24d0a-c11f-11ea-acee-0242ac110002,std_1594215263600_381,q7uK-e7Go
tch_20200707-163005_82,bf9c74a0-c11f-11ea-acee-0242ac110002,std_1594215268472_382,X8C7-pXQX
tch_20200707-163005_92,c00b1484-c11f-11ea-acee-0242ac110002,std_1594215268881_392,8bz6-szDq
tch_20200707-163005_83,c22f2d2a-c11f-11ea-acee-0242ac110002,std_1594215272731_383,9xaM-2xaQ
tch_20200707-163005_89,c1f7c9b5-c11f-11ea-887e-0242ac110002,std_1594215272430_389,Dp8z-D3VL
tch_20200707-163005_90,c4f8870b-c11f-11ea-887e-0242ac110002,std_1594215277412_390,Dr34-8Eqn
tch_20200707-163005_86,c32e9c22-c11f-11ea-887e-0242ac110002,std_1594215274469_386,y6ai-Kpn3
tch_20200707-163005_93,c4d2af20-c11f-11ea-887e-0242ac110002,std_1594215276893_393,6am2-ZfYQ
tch_20200707-163005_87,c7a46d07-c11f-11ea-887e-0242ac110002,std_1594215281906_387,ypG8-7Leu
tch_20200707-163005_84,ca64508a-c11f-11ea-887e-0242ac110002,std_1594215286554_384,3ZY8-HzxP
tch_20200707-163005_94,c999ad58-c11f-11ea-acee-0242ac110002,std_1594215284903_394,4bY7-sNtm
tch_20200707-163005_91,cad90af9-c11f-11ea-887e-0242ac110002,std_1594215287324_391,s39V-6uV8
tch_20200707-163005_85,cb9d9390-c11f-11ea-acee-0242ac110002,std_1594215288620_385,Y4fX-pBGz
tch_20200707-163005_88,cb5da3d5-c11f-11ea-887e-0242ac110002,std_1594215288203_388,UZKG-9Amo
tch_20200707-163005_89,d12ff7cb-c11f-11ea-887e-0242ac110002,std_1594215297934_389,Dp8z-D3VL
tch_20200707-163005_95,ce5a4216-c11f-11ea-af23-0242ac110002,std_1594215292915_395,23Lb-yqp4
tch_20200707-163005_92,ceb81963-c11f-11ea-887e-0242ac110002,std_1594215293822_392,8bz6-szDq
tch_20200707-163005_96,d326222d-c11f-11ea-887e-0242ac110002,std_1594215300927_396,VEXh-dcPt
tch_20200707-163005_93,d55ba04a-c11f-11ea-af23-0242ac110002,std_1594215304955_393,6am2-ZfYQ
tch_20200707-163005_90,d37bbcc8-c11f-11ea-acee-0242ac110002,std_1594215301816_390,Dr34-8Eqn
tch_20200707-163005_86,d46b9ad1-c11f-11ea-acee-0242ac110002,std_1594215303377_386,y6ai-Kpn3
tch_20200707-163005_87,d616d995-c11f-11ea-af23-0242ac110002,std_1594215306193_387,ypG8-7Leu
tch_20200707-163005_97,d7ecd22a-c11f-11ea-acee-0242ac110002,std_1594215308939_397,cvHA-qNqo
tch_20200707-163005_94,d9837804-c11f-11ea-887e-0242ac110002,std_1594215311948_394,4bY7-sNtm
tch_20200707-163005_91,da534ad9-c11f-11ea-acee-0242ac110002,std_1594215313237_391,s39V-6uV8
tch_20200707-163005_88,ddb2c9f6-c11f-11ea-af23-0242ac110002,std_1594215318953_388,UZKG-9Amo
tch_20200707-163005_98,dcb5f2ac-c11f-11ea-af23-0242ac110002,std_1594215316950_398,T7o2-t7pJ
tch_20200707-163005_95,df62c350-c11f-11ea-af23-0242ac110002,std_1594215321791_395,23Lb-yqp4
tch_20200707-163005_89,dedace7e-c11f-11ea-887e-0242ac110002,std_1594215320893_389,Dp8z-D3VL
tch_20200707-163005_99,e178d240-c11f-11ea-af23-0242ac110002,std_1594215324961_399,4hLU-Qh24
tch_20200707-163005_96,e2fe60a7-c11f-11ea-af23-0242ac110002,std_1594215327837_396,VEXh-dcPt
tch_20200707-163005_93,e38e6c47-c11f-11ea-af23-0242ac110002,std_1594215328790_393,6am2-ZfYQ
tch_20200707-163005_92,e05d77a0-c11f-11ea-af23-0242ac110002,std_1594215323432_392,8bz6-szDq
tch_20200707-163005_90,e428143c-c11f-11ea-887e-0242ac110002,std_1594215329796_390,Dr34-8Eqn
tch_20200707-163005_100,e6410896-c11f-11ea-acee-0242ac110002,std_1594215332972_400,uyGz-uayV
tch_20200707-163005_97,e800ba4d-c11f-11ea-887e-0242ac110002,std_1594215336239_397,cvHA-qNqo
tch_20200707-163005_91,eb4f9706-c11f-11ea-af23-0242ac110002,std_1594215341790_391,s39V-6uV8
tch_20200707-230654_1,eb08a323-c11f-11ea-af23-0242ac110002,std_1594215340984_401,2adZ-e36D
tch_20200707-163005_94,eb2d6894-c11f-11ea-af23-0242ac110002,std_1594215341566_394,4bY7-sNtm
tch_20200707-163005_95,eec0a1be-c11f-11ea-acee-0242ac110002,std_1594215347543_395,23Lb-yqp4
tch_20200707-163005_98,ed6be758-c11f-11ea-af23-0242ac110002,std_1594215345256_398,T7o2-t7pJ
tch_20200707-163005_96,f18b81ce-c11f-11ea-af23-0242ac110002,std_1594215352242_396,VEXh-dcPt
tch_20200707-163005_93,f248de05-c11f-11ea-af23-0242ac110002,std_1594215353489_393,6am2-ZfYQ
tch_20200707-230654_2,efcf79b5-c11f-11ea-887e-0242ac110002,std_1594215348994_402,i94t-V69c
tch_20200707-163005_99,f0e2e53d-c11f-11ea-af23-0242ac110002,std_1594215351135_399,4hLU-Qh24
tch_20200707-230654_3,f4900eaf-c11f-11ea-887e-0242ac110002,std_1594215357006_403,GWHj-n49M
tch_20200707-163005_92,f30b91cb-c11f-11ea-887e-0242ac110002,std_1594215354773_392,8bz6-szDq
tch_20200707-163005_100,f6791a29-c11f-11ea-af23-0242ac110002,std_1594215360500_400,uyGz-uayV
tch_20200707-163005_97,f7c9686b-c11f-11ea-af23-0242ac110002,std_1594215362722_397,cvHA-qNqo
tch_20200707-230654_4,f958457f-c11f-11ea-af23-0242ac110002,std_1594215365021_404,8pto-2ZnG
tch_20200707-230654_5,fe255e65-c11f-11ea-af23-0242ac110002,std_1594215373031_405,6p3L-4ydE
tch_20200707-230654_1,faa8e10a-c11f-11ea-acee-0242ac110002,std_1594215367536_401,2adZ-e36D
tch_20200707-163005_94,fc6b0427-c11f-11ea-887e-0242ac110002,std_1594215370491_394,4bY7-sNtm
tch_20200707-163005_95,fd346e35-c11f-11ea-887e-0242ac110002,std_1594215371824_395,23Lb-yqp4
tch_20200707-163005_98,fe4eb7e7-c11f-11ea-887e-0242ac110002,std_1594215373647_398,T7o2-t7pJ
tch_20200707-163005_96,ff3e6eb8-c11f-11ea-887e-0242ac110002,std_1594215375237_396,VEXh-dcPt
tch_20200707-230654_6,02e49412-c120-11ea-887e-0242ac110002,std_1594215381043_406,v8Tj-9aY2
tch_20200707-230654_2,01f10bfe-c120-11ea-acee-0242ac110002,std_1594215379752_402,i94t-V69c
tch_20200707-163005_99,0212c493-c120-11ea-887e-0242ac110002,std_1594215379975_399,4hLU-Qh24
tch_20200707-163005_100,055c9840-c120-11ea-acee-0242ac110002,std_1594215385505_400,uyGz-uayV
tch_20200707-230654_3,0347741c-c120-11ea-acee-0242ac110002,std_1594215381992_403,GWHj-n49M
tch_20200707-230654_7,07b70362-c120-11ea-af23-0242ac110002,std_1594215389058_407,3Fn4-omri
tch_20200707-230654_4,099d4fae-c120-11ea-af23-0242ac110002,std_1594215392643_404,8pto-2ZnG
tch_20200707-163005_97,08397959-c120-11ea-af23-0242ac110002,std_1594215390299_397,cvHA-qNqo
tch_20200707-230654_1,0bb46f98-c120-11ea-887e-0242ac110002,std_1594215396147_401,2adZ-e36D
tch_20200707-230654_5,0b8b8b3d-c120-11ea-af23-0242ac110002,std_1594215395877_405,6p3L-4ydE
tch_20200707-230654_8,0c7b68cc-c120-11ea-887e-0242ac110002,std_1594215397081_408,e6W8-wPZ8
tch_20200707-163005_98,0da8ecaa-c120-11ea-af23-0242ac110002,std_1594215399411_398,T7o2-t7pJ
tch_20200707-230654_6,11a60b55-c120-11ea-af23-0242ac110002,std_1594215406120_406,v8Tj-9aY2
tch_20200707-230654_9,113c4c8a-c120-11ea-af23-0242ac110002,std_1594215405095_409,bJ92-6fMr
tch_20200707-230654_3,13b059eb-c120-11ea-887e-0242ac110002,std_1594215409544_403,GWHj-n49M
tch_20200707-163005_99,130f8633-c120-11ea-acee-0242ac110002,std_1594215408480_399,4hLU-Qh24
tch_20200707-230654_2,128d84b5-c120-11ea-887e-0242ac110002,std_1594215407609_402,i94t-V69c
tch_20200707-163005_100,133906f0-c120-11ea-af23-0242ac110002,std_1594215408770_400,uyGz-uayV
tch_20200707-230654_10,160f3114-c120-11ea-887e-0242ac110002,std_1594215413108_410,UTfQ-4YeC
tch_20200707-230654_4,195275ac-c120-11ea-acee-0242ac110002,std_1594215418979_404,8pto-2ZnG
tch_20200707-230654_1,1a986366-c120-11ea-887e-0242ac110002,std_1594215421053_401,2adZ-e36D
tch_20200707-230654_7,18a0d867-c120-11ea-acee-0242ac110002,std_1594215417825_407,3Fn4-omri
tch_20200707-230654_8,1b5e71f0-c120-11ea-887e-0242ac110002,std_1594215422411_408,e6W8-wPZ8
tch_20200707-230654_5,1b03a7e3-c120-11ea-acee-0242ac110002,std_1594215421820_405,6p3L-4ydE
tch_20200707-230654_11,1acda44f-c120-11ea-acee-0242ac110002,std_1594215421119_411,47y4-T63x
tch_20200707-230654_6,1f513012-c120-11ea-887e-0242ac110002,std_1594215429025_406,v8Tj-9aY2
tch_20200707-230654_12,1f8fe752-c120-11ea-887e-0242ac110002,std_1594215429130_412,7iNE-Zmpx
tch_20200707-230654_3,224bd2a8-c120-11ea-af23-0242ac110002,std_1594215434059_403,GWHj-n49M
tch_20200707-230654_9,212ef141-c120-11ea-887e-0242ac110002,std_1594215432191_409,bJ92-6fMr
tch_20200707-230654_2,2355c899-c120-11ea-af23-0242ac110002,std_1594215435786_402,i94t-V69c
tch_20200707-230654_13,245a40b0-c120-11ea-887e-0242ac110002,std_1594215437143_413,748Z-7o86
tch_20200707-230654_10,24fa2998-c120-11ea-acee-0242ac110002,std_1594215438546_410,UTfQ-4YeC
tch_20200707-230654_14,29266dd8-c120-11ea-acee-0242ac110002,std_1594215445154_414,uwnf-96EQ
tch_20200707-230654_5,2a412cca-c120-11ea-af23-0242ac110002,std_1594215447404_405,6p3L-4ydE
tch_20200707-230654_8,293bcacb-c120-11ea-acee-0242ac110002,std_1594215445687_408,e6W8-wPZ8
tch_20200707-230654_7,28ed5d06-c120-11ea-887e-0242ac110002,std_1594215445159_407,3Fn4-omri
tch_20200707-230654_4,27dfbd14-c120-11ea-acee-0242ac110002,std_1594215443383_404,8pto-2ZnG
tch_20200707-230654_15,2de6b5a0-c120-11ea-887e-0242ac110002,std_1594215453160_415,8Gs9-VAb8
tch_20200707-230654_11,2a9603e8-c120-11ea-887e-0242ac110002,std_1594215447954_411,47y4-T63x
tch_20200707-230654_6,2e044f15-c120-11ea-af23-0242ac110002,std_1594215453729_406,v8Tj-9aY2
tch_20200707-230654_12,2fa18515-c120-11ea-887e-0242ac110002,std_1594215456400_412,7iNE-Zmpx
tch_20200707-230654_16,32a6601d-c120-11ea-af23-0242ac110002,std_1594215461165_416,7Nf4-q7E7
tch_20200707-230654_9,32789a0a-c120-11ea-887e-0242ac110002,std_1594215461183_409,bJ92-6fMr
tch_20200707-230654_10,3566dfe1-c120-11ea-af23-0242ac110002,std_1594215466055_410,UTfQ-4YeC
tch_20200707-230654_14,36b18824-c120-11ea-acee-0242ac110002,std_1594215468255_414,uwnf-96EQ
tch_20200707-230654_13,339f18b2-c120-11ea-acee-0242ac110002,std_1594215463086_413,748Z-7o86
tch_20200707-230654_8,385db23e-c120-11ea-af23-0242ac110002,std_1594215471068_408,e6W8-wPZ8
tch_20200707-230654_17,376fcf6b-c120-11ea-887e-0242ac110002,std_1594215469170_417,P2KQ-bD9V
tch_20200707-230654_7,39f2d0f0-c120-11ea-887e-0242ac110002,std_1594215473693_407,3Fn4-omri
tch_20200707-230654_15,3b97591d-c120-11ea-acee-0242ac110002,std_1594215476481_415,8Gs9-VAb8
tch_20200707-230654_18,3c337243-c120-11ea-acee-0242ac110002,std_1594215477176_418,E9Z8-3MeV
tch_20200707-230654_11,3bd5c1eb-c120-11ea-887e-0242ac110002,std_1594215476867_411,47y4-T63x
tch_20200707-230654_19,40f62a22-c120-11ea-887e-0242ac110002,std_1594215485180_419,e6Kv-2ibY
tch_20200707-230654_12,41402bca-c120-11ea-af23-0242ac110002,std_1594215485974_412,7iNE-Zmpx
tch_20200707-230654_16,433767af-c120-11ea-887e-0242ac110002,std_1594215489243_416,7Nf4-q7E7
tch_20200707-230654_13,455c9108-c120-11ea-acee-0242ac110002,std_1594215492851_413,748Z-7o86
tch_20200707-230654_14,453b74b6-c120-11ea-af23-0242ac110002,std_1594215492658_414,uwnf-96EQ
tch_20200707-230654_10,45008e7e-c120-11ea-acee-0242ac110002,std_1594215492273_410,UTfQ-4YeC
tch_20200707-230654_9,43ce76fa-c120-11ea-af23-0242ac110002,std_1594215490247_409,bJ92-6fMr
tch_20200707-230654_17,470b2c1f-c120-11ea-af23-0242ac110002,std_1594215495697_417,P2KQ-bD9V
tch_20200707-230654_20,45c1464b-c120-11ea-887e-0242ac110002,std_1594215493186_420,xn9m-XZ46
tch_20200707-230654_15,4acf5f96-c120-11ea-acee-0242ac110002,std_1594215502016_415,8Gs9-VAb8
tch_20200707-230654_21,4a881d78-c120-11ea-887e-0242ac110002,std_1594215501193_421,G8NY-Gu7w
tch_20200707-230654_11,4cb13f54-c120-11ea-acee-0242ac110002,std_1594215505163_411,47y4-T63x
tch_20200707-230654_18,4c7f5966-c120-11ea-acee-0242ac110002,std_1594215504844_418,E9Z8-3MeV
tch_20200707-230654_19,5155c128-c120-11ea-887e-0242ac110002,std_1594215512952_419,e6Kv-2ibY
tch_20200707-230654_12,518e35b4-c120-11ea-887e-0242ac110002,std_1594215513318_412,7iNE-Zmpx
tch_20200707-230654_16,52fcba96-c120-11ea-887e-0242ac110002,std_1594215515729_416,7Nf4-q7E7
tch_20200707-230654_13,535d02e9-c120-11ea-acee-0242ac110002,std_1594215516339_413,748Z-7o86
tch_20200707-230654_23,540bdff7-c120-11ea-887e-0242ac110002,std_1594215517203_423,q48F-VzY7
tch_20200707-230654_20,55a32226-c120-11ea-af23-0242ac110002,std_1594215520177_420,xn9m-XZ46
tch_20200707-230654_22,4f49eb8c-c120-11ea-acee-0242ac110002,std_1594215509197_422,A826-aLcY
tch_20200707-230654_14,53fa05f5-c120-11ea-acee-0242ac110002,std_1594215517385_414,uwnf-96EQ
tch_20200707-230654_17,555e9f4a-c120-11ea-acee-0242ac110002,std_1594215519725_417,P2KQ-bD9V
tch_20200707-230654_24,58d527f8-c120-11ea-887e-0242ac110002,std_1594215525209_424,LN3i-Vf6M
tch_20200707-230654_18,5c046f35-c120-11ea-887e-0242ac110002,std_1594215530891_418,E9Z8-3MeV
tch_20200707-230654_15,59538032-c120-11ea-af23-0242ac110002,std_1594215526374_415,8Gs9-VAb8
tch_20200707-230654_21,5a2b4263-c120-11ea-af23-0242ac110002,std_1594215527781_421,G8NY-Gu7w
tch_20200707-230654_25,5d98f18c-c120-11ea-887e-0242ac110002,std_1594215533215_425,C7U8-q3Wj
tch_20200707-230654_23,62df7fd3-c120-11ea-af23-0242ac110002,std_1594215542382_423,q48F-VzY7
tch_20200707-230654_22,634c24d7-c120-11ea-887e-0242ac110002,std_1594215542796_422,A826-aLcY
tch_20200707-230654_26,625ede68-c120-11ea-af23-0242ac110002,std_1594215541221_426,LoLP-bxYB
tch_20200707-230654_19,6199e030-c120-11ea-887e-0242ac110002,std_1594215540255_419,e6Kv-2ibY
tch_20200707-230654_16,61cf217d-c120-11ea-887e-0242ac110002,std_1594215540593_416,7Nf4-q7E7
tch_20200707-230654_20,6314246e-c120-11ea-887e-0242ac110002,std_1594215542715_420,xn9m-XZ46
tch_20200707-230654_17,6535f356-c120-11ea-887e-0242ac110002,std_1594215546308_417,P2KQ-bD9V
tch_20200707-230654_27,67254012-c120-11ea-af23-0242ac110002,std_1594215549226_427,Y6p9-m64c
tch_20200707-230654_18,6aa31c2b-c120-11ea-887e-0242ac110002,std_1594215555411_418,E9Z8-3MeV
tch_20200707-230654_24,6a918f81-c120-11ea-acee-0242ac110002,std_1594215555291_424,LN3i-Vf6M
tch_20200707-230654_21,6ba08f5e-c120-11ea-af23-0242ac110002,std_1594215557047_421,G8NY-Gu7w
tch_20200707-230654_28,6becda9e-c120-11ea-887e-0242ac110002,std_1594215557235_428,98B8-nRd6
tch_20200707-230654_22,71b3950f-c120-11ea-af23-0242ac110002,std_1594215567272_422,A826-aLcY
tch_20200707-230654_25,7073e921-c120-11ea-887e-0242ac110002,std_1594215565158_425,C7U8-q3Wj
tch_20200707-230654_26,71c8f209-c120-11ea-af23-0242ac110002,std_1594215567387_426,LoLP-bxYB
tch_20200707-230654_23,71244cd0-c120-11ea-af23-0242ac110002,std_1594215566333_423,q48F-VzY7
tch_20200707-230654_29,70b9cb8c-c120-11ea-af23-0242ac110002,std_1594215565240_429,x8mn-YNws
tch_20200707-230654_20,72b85ade-c120-11ea-887e-0242ac110002,std_1594215568965_420,xn9m-XZ46
tch_20200707-230654_19,71cc73d3-c120-11ea-acee-0242ac110002,std_1594215567432_419,e6Kv-2ibY
tch_20200707-230654_30,7584e7ff-c120-11ea-af23-0242ac110002,std_1594215573245_430,v94b-6tv3
tch_20200707-230654_27,783b2e25-c120-11ea-acee-0242ac110002,std_1594215578234_427,Y6p9-m64c
tch_20200707-230654_24,7a5dc098-c120-11ea-af23-0242ac110002,std_1594215581805_424,LN3i-Vf6M
tch_20200707-230654_31,7a3af5e8-c120-11ea-acee-0242ac110002,std_1594215581252_431,ujJ4-pB62
tch_20200707-230654_21,7b9359f7-c120-11ea-887e-0242ac110002,std_1594215583837_421,G8NY-Gu7w
tch_20200707-230654_22,7f701f97-c120-11ea-887e-0242ac110002,std_1594215590300_422,A826-aLcY
tch_20200707-230654_26,7ff8d795-c120-11ea-887e-0242ac110002,std_1594215591215_426,LoLP-bxYB
tch_20200707-230654_28,7d94f6c5-c120-11ea-af23-0242ac110002,std_1594215587179_428,98B8-nRd6
tch_20200707-230654_25,7f97f241-c120-11ea-887e-0242ac110002,std_1594215590568_425,C7U8-q3Wj
tch_20200707-230654_23,80a543d7-c120-11ea-887e-0242ac110002,std_1594215592341_423,q48F-VzY7
tch_20200707-230654_32,7f0a314c-c120-11ea-acee-0242ac110002,std_1594215589266_432,c6Fx-gM86
tch_20200707-230654_33,83c68171-c120-11ea-887e-0242ac110002,std_1594215597265_433,94Zy-JqXC
tch_20200707-230654_29,816ba117-c120-11ea-af23-0242ac110002,std_1594215593612_429,x8mn-YNws
tch_20200707-230654_30,840dea5d-c120-11ea-887e-0242ac110002,std_1594215598050_430,v94b-6tv3
tch_20200707-230654_34,88914fef-c120-11ea-af23-0242ac110002,std_1594215605286_434,bGQL-AZwH
tch_20200707-230654_24,899615b3-c120-11ea-887e-0242ac110002,std_1594215607341_424,LN3i-Vf6M
tch_20200707-230654_27,893de315-c120-11ea-af23-0242ac110002,std_1594215606721_427,Y6p9-m64c
tch_20200707-230654_31,8a8de34c-c120-11ea-acee-0242ac110002,std_1594215608966_431,ujJ4-pB62
tch_20200707-230654_35,8d58e956-c120-11ea-887e-0242ac110002,std_1594215613278_435,j63V-tPc7
tch_20200707-230654_25,8e7ecb9c-c120-11ea-acee-0242ac110002,std_1594215615574_425,C7U8-q3Wj
tch_20200707-230654_28,8e646619-c120-11ea-af23-0242ac110002,std_1594215615397_428,98B8-nRd6
tch_20200707-230654_26,8e371496-c120-11ea-acee-0242ac110002,std_1594215615091_426,LoLP-bxYB
tch_20200707-230654_32,91118521-c120-11ea-acee-0242ac110002,std_1594215619891_432,c6Fx-gM86
tch_20200707-230654_36,9217a9eb-c120-11ea-af23-0242ac110002,std_1594215621284_436,tB6F-G4o3
tch_20200707-230654_33,929342b1-c120-11ea-acee-0242ac110002,std_1594215622429_433,94Zy-JqXC
tch_20200707-230654_30,932d5feb-c120-11ea-acee-0242ac110002,std_1594215623422_430,v94b-6tv3
tch_20200707-230654_29,92eab176-c120-11ea-af23-0242ac110002,std_1594215622993_429,x8mn-YNws
tch_20200707-230654_37,96e537fd-c120-11ea-acee-0242ac110002,std_1594215629289_437,tH7B-EUD2
tch_20200707-230654_34,99729986-c120-11ea-acee-0242ac110002,std_1594215633923_434,bGQL-AZwH
tch_20200707-230654_38,9ba30e34-c120-11ea-887e-0242ac110002,std_1594215637297_438,XyWH-Uqv4
tch_20200707-230654_27,9b2bbb72-c120-11ea-af23-0242ac110002,std_1594215636830_427,Y6p9-m64c
tch_20200707-230654_31,9c7d19ee-c120-11ea-af23-0242ac110002,std_1594215639046_431,ujJ4-pB62
tch_20200707-230654_35,9cf83def-c120-11ea-887e-0242ac110002,std_1594215639861_435,j63V-tPc7
tch_20200707-230654_28,9dbbb507-c120-11ea-acee-0242ac110002,std_1594215641124_428,98B8-nRd6
tch_20200707-230654_39,a068fa9c-c120-11ea-887e-0242ac110002,std_1594215645301_439,2n6z-3JPZ
tch_20200707-230654_36,a1b29190-c120-11ea-acee-0242ac110002,std_1594215647792_436,tB6F-G4o3
tch_20200707-230654_32,a01fbc55-c120-11ea-acee-0242ac110002,std_1594215645120_432,c6Fx-gM86
tch_20200707-230654_33,a28d12b6-c120-11ea-acee-0242ac110002,std_1594215649214_433,94Zy-JqXC
tch_20200707-230654_29,a4bbd9cd-c120-11ea-af23-0242ac110002,std_1594215652870_429,x8mn-YNws
tch_20200707-230654_30,a30c2e46-c120-11ea-acee-0242ac110002,std_1594215650035_430,v94b-6tv3
tch_20200707-230654_37,a6737524-c120-11ea-acee-0242ac110002,std_1594215655695_437,tH7B-EUD2
tch_20200707-230654_40,a52dd5c3-c120-11ea-887e-0242ac110002,std_1594215653307_440,wx78-JjPu
tch_20200707-230654_34,a6fec49d-c120-11ea-887e-0242ac110002,std_1594215656663_434,bGQL-AZwH
tch_20200707-230654_38,a8f209f1-c120-11ea-af23-0242ac110002,std_1594215659902_438,XyWH-Uqv4
tch_20200707-230654_35,ab4213c1-c120-11ea-af23-0242ac110002,std_1594215663827_435,j63V-tPc7
tch_20200707-230654_31,aaa907f9-c120-11ea-acee-0242ac110002,std_1594215662796_431,ujJ4-pB62
tch_20200707-230654_41,a9f3c289-c120-11ea-af23-0242ac110002,std_1594215661314_441,JvYh-798Y
tch_20200707-230654_42,aeb5ddd0-c120-11ea-af23-0242ac110002,std_1594215669320_442,bM9x-7NFb
tch_20200707-230654_33,b14191c6-c120-11ea-af23-0242ac110002,std_1594215673893_433,94Zy-JqXC
tch_20200707-230654_39,b04d6e3d-c120-11ea-887e-0242ac110002,std_1594215672293_439,2n6z-3JPZ
tch_20200707-230654_36,b086f440-c120-11ea-887e-0242ac110002,std_1594215672604_436,tB6F-G4o3
tch_20200707-230654_32,b0d84921-c120-11ea-887e-0242ac110002,std_1594215673179_432,c6Fx-gM86
tch_20200707-230654_43,b37c3fab-c120-11ea-887e-0242ac110002,std_1594215677325_443,3mkM-a283
tch_20200707-230654_40,b6563b25-c120-11ea-af23-0242ac110002,std_1594215682436_440,wx78-JjPu
tch_20200707-230654_37,b4573601-c120-11ea-887e-0242ac110002,std_1594215679009_437,tH7B-EUD2
tch_20200707-230654_44,b8438b77-c120-11ea-acee-0242ac110002,std_1594215685333_444,r3uD-r26x
tch_20200707-230654_34,b6a210b6-c120-11ea-af23-0242ac110002,std_1594215682921_434,bGQL-AZwH
tch_20200707-230654_38,b865b99b-c120-11ea-887e-0242ac110002,std_1594215685829_438,XyWH-Uqv4
tch_20200707-230654_35,b9c9ddb8-c120-11ea-887e-0242ac110002,std_1594215688212_435,j63V-tPc7
tch_20200707-230654_41,bb7a4c95-c120-11ea-acee-0242ac110002,std_1594215691041_441,JvYh-798Y
