teacher,stduuid,stdextuserid,classtitle,classcode,ap1,ap2,ap3,ap4,ap5
tch_20200628-214431_77,4cb1d376-b961-11ea-840b-0242ac110002,std_1593363829268_77,class_20200628-214431_77,QF6H-yXUn,6b08930a-5c90-46ef-9a54-0b80911bbf3a,e93e7d74-715f-4f5d-b969-9625d4eb9351,ed6ce5bd-7b4e-4ba3-b5b1-cec82524f8fe,7fc3ef84-fe24-45ad-b1e9-d0a42edf272e,61d984a8-126c-4fd8-980a-7168c14d2f0e
tch_20200628-214431_80,4cef03ec-b961-11ea-94cc-0242ac110002,std_1593363829385_80,class_20200628-214431_80,PrL6-YGHk,b13c4ba3-7802-4062-a0cd-874df1e50802,53ff65b3-323f-48bc-97cf-74ada76bb24f,25c97c55-8a02-4e5a-a561-da20be7cdf83,cb51b1cb-43f0-4e4a-8189-6195e1df2048,42714fa9-c021-4455-ad6c-25ced965eade
tch_20200628-214431_69,4ef29bf5-b961-11ea-94cc-0242ac110002,std_1593363833040_69,class_20200628-214431_69,4aGa-ti4E,8db74ddc-ce58-4845-a646-939f68f7ac06,e1f0f319-6b82-400e-aaeb-97b5a8cad030,dee705b9-1e1b-4a48-8857-78eb47bbdd00,52d2c353-b339-47a0-aef0-ac8273c2809d,437fe764-423f-4cdf-acf2-1342aa8a92dc
tch_20200628-214431_68,4e5375e6-b961-11ea-94cc-0242ac110002,std_1593363831952_68,class_20200628-214431_68,ypxA-e2iY,0d6b0de5-9501-4a1e-ae24-ef93da523029,c49445f0-d3b8-4dcb-816b-680b8cc1d411,557f33aa-35aa-41a0-b92c-5da58a36a4b6,aadf4b4b-0508-4019-9078-37f36058074b,1f8f754a-6727-4b6c-9ba5-8bc93a1c77b2
tch_20200628-214431_78,506f2912-b961-11ea-94cc-0242ac110002,std_1593363835544_78,class_20200628-214431_78,U7o8-haAh,455b53b1-a4e6-4547-80be-31076783d6ca,97620ed6-23b5-4cd2-a32b-8c563b70d4f9,aecef700-9837-4d0f-943c-3ef97755ee00,98e02e14-e92e-4a63-b3dc-1dadd1751c97,7c222ccf-8e2f-4145-8888-77f44ab5ba00
tch_20200628-214431_67,50ac59d2-b961-11ea-94cc-0242ac110002,std_1593363835952_67,class_20200628-214431_67,t68b-aLqR,958ced87-6b47-49b8-8c92-3b8cfefbf1fe,cc4dadc6-a53a-4038-a128-2f82c41b2702,54c607ce-1cf5-46d2-a6a5-978022594274,8cae323f-0ba7-4f7b-8dd2-77e15a6bf27a,82ea33e0-4032-4207-9b2b-103bf83279dc
tch_20200628-214431_70,4fccf653-b961-11ea-94cc-0242ac110002,std_1593363834493_70,class_20200628-214431_70,6dxt-TZop,c5ec03a7-4ffb-4666-bc4e-1fa1f4856101,d0a299bb-3249-4eac-b3f3-3c81d3f90bb0,7183dfc6-9470-4853-8a9e-c2cd9490cf76,0275f987-c4a1-490f-b6f0-c71cd3a1631f,d4cacfd5-34ed-4410-b1ba-b2e39dda2874
tch_20200628-214431_66,526d1c01-b961-11ea-840b-0242ac110002,std_1593363838877_66,class_20200628-214431_66,6eh7-8HYz,8633e7d0-b178-4df6-b06c-c7b25c68250e,d46aad36-4cb6-4b21-bb22-d746515c0b43,edef91e7-1269-4fc0-b872-94faf55d8a45,01feba33-cdf4-4636-88df-7d7d7c1f3d64,852b3c12-63d0-4c9f-96bb-0ac3a5f43b73
tch_20200628-214431_74,510268b3-b961-11ea-94cc-0242ac110002,std_1593363836522_74,class_20200628-214431_74,8PXW-7YdW,2e38c277-afb9-469e-b5aa-592aca5fd63e,5be44bbe-0860-4f71-b4b7-1039c53794d5,1d982009-1095-444b-b1d4-951533a256ce,18634950-d30d-4dab-8fa4-198c4c84851d,245a4a8c-dbb5-4721-b5f9-1d925bc14bc2
tch_20200628-214431_73,4fd114cb-b961-11ea-840b-0242ac110002,std_1593363834499_73,class_20200628-214431_73,jQxH-E3CE,3cf19d83-5c97-4eb4-9d7d-919a1a9928a8,844630d7-25b5-4e6d-aefa-1074b637429c,62bfc73f-23b2-42a3-89e3-2f99d4cbe7fc,52ef59be-0498-46ca-bf86-9075a7ed0fc5,9040d70d-3653-4f04-b11c-817a9fad34bf
tch_20200628-214431_79,539129d1-b961-11ea-840b-0242ac110002,std_1593363840798_79,class_20200628-214431_79,oDnP-9KYG,534875c5-7815-427d-a69e-c00d5cc1bd05,6d067900-4197-49a1-acf9-12f17cd3039e,a9158ade-8481-48f3-995c-36cf4a12709d,276798bb-3764-4576-8d38-910b32885487,ac275e94-5bc2-450e-afdb-9c69523cabe4
tch_20200628-214431_72,555d5e36-b961-11ea-840b-0242ac110002,std_1593363843821_72,class_20200628-214431_72,37Y9-UMWF,b50e0c5f-7bf4-4fac-a51e-8b1d01d5c710,32ef546c-3274-4d14-93d3-aa093126dbfc,65c0cde9-1c3e-4202-b042-2ce5d6e59e14,1b58b2e6-b09a-41c3-9f2a-09b67e2ab245,fbb58545-3198-48db-9e1d-8cbd9470ddec
tch_20200628-214431_81,54628377-b961-11ea-840b-0242ac110002,std_1593363841895_81,class_20200628-214431_81,3w47-Qugf,4dac1522-1846-4670-b82b-c2332b58eedd,ecf949e3-9e76-485f-a5aa-9dfd7a72c89a,b88b5dcb-b3d3-4092-817c-43b49a16cdfb,20df8b3a-66ee-4a43-add7-0e666a6bbd6e,8dad75c9-eaa7-4fa5-8e25-588ab3255d95
tch_20200628-214431_76,55cbd787-b961-11ea-840b-0242ac110002,std_1593363844562_76,class_20200628-214431_76,9tX2-go4L,c8d0ebdf-d118-44b7-8eb6-b8b0da5f80c0,2e41d294-9cec-44ea-969f-84a431196e0f,e7fcffca-f537-4ea6-b498-0609c0290a6e,0b2dfae6-8931-4f36-9b93-a39b782022bc,32452fb0-a993-430f-ba5d-6f3f82ed8abb
tch_20200628-214431_65,55855960-b961-11ea-94cc-0242ac110002,std_1593363844067_65,class_20200628-214431_65,U2ka-3sRA,23244874-3ac8-4691-bb93-3a6c3794d65a,6e810775-3ee0-4959-bb22-b4d2984d1987,c2433c67-bf22-4ec7-9f0a-8cd88e5cd031,ee048113-8ce4-4d3d-ae55-82aaa6df8596,011fa20a-534f-44d1-9b69-d07703440bcf
tch_20200628-214431_71,5a131e0b-b961-11ea-94cc-0242ac110002,std_1593363851680_71,class_20200628-214431_71,69Gp-8XhN,4a7bcb39-a3c1-4b01-8c39-be3743470d55,7d261d9d-f399-432d-8bfd-3ce77e333451,e1382abc-f5da-45ab-9d32-609aa27ec254,48c2bda3-9bd1-42d9-a9e5-7557ff87854e,613b9db3-ca2c-45b7-857a-2506f835d66c
tch_20200628-214431_75,58230e73-b961-11ea-94cc-0242ac110002,std_1593363848465_75,class_20200628-214431_75,3b67-G96V,78bac6aa-16aa-46aa-8eea-2c1313931b27,529967b7-588c-47ef-9940-13b593156b07,20389e22-1b0d-4d25-b1c5-fd34b62ebd25,6c557c53-1240-4a8a-853a-bd5cf2d57af4,2cb3481e-bb0d-49f0-b1fd-d6cf79c14334
tch_20200628-214431_77,5a6e369e-b961-11ea-840b-0242ac110002,std_1593363852318_77,class_20200628-214431_77,QF6H-yXUn,6b08930a-5c90-46ef-9a54-0b80911bbf3a,e93e7d74-715f-4f5d-b969-9625d4eb9351,ed6ce5bd-7b4e-4ba3-b5b1-cec82524f8fe,7fc3ef84-fe24-45ad-b1e9-d0a42edf272e,61d984a8-126c-4fd8-980a-7168c14d2f0e
tch_20200628-214431_80,5bf572a4-b961-11ea-94cc-0242ac110002,std_1593363854855_80,class_20200628-214431_80,PrL6-YGHk,b13c4ba3-7802-4062-a0cd-874df1e50802,53ff65b3-323f-48bc-97cf-74ada76bb24f,25c97c55-8a02-4e5a-a561-da20be7cdf83,cb51b1cb-43f0-4e4a-8189-6195e1df2048,42714fa9-c021-4455-ad6c-25ced965eade
tch_20200628-214431_69,5d1b54e8-b961-11ea-94cc-0242ac110002,std_1593363856805_69,class_20200628-214431_69,4aGa-ti4E,8db74ddc-ce58-4845-a646-939f68f7ac06,e1f0f319-6b82-400e-aaeb-97b5a8cad030,dee705b9-1e1b-4a48-8857-78eb47bbdd00,52d2c353-b339-47a0-aef0-ac8273c2809d,437fe764-423f-4cdf-acf2-1342aa8a92dc
tch_20200628-214431_68,5e2d8838-b961-11ea-94cc-0242ac110002,std_1593363858597_68,class_20200628-214431_68,ypxA-e2iY,0d6b0de5-9501-4a1e-ae24-ef93da523029,c49445f0-d3b8-4dcb-816b-680b8cc1d411,557f33aa-35aa-41a0-b92c-5da58a36a4b6,aadf4b4b-0508-4019-9078-37f36058074b,1f8f754a-6727-4b6c-9ba5-8bc93a1c77b2
tch_20200628-214431_67,5f8f62fd-b961-11ea-840b-0242ac110002,std_1593363860924_67,class_20200628-214431_67,t68b-aLqR,958ced87-6b47-49b8-8c92-3b8cfefbf1fe,cc4dadc6-a53a-4038-a128-2f82c41b2702,54c607ce-1cf5-46d2-a6a5-978022594274,8cae323f-0ba7-4f7b-8dd2-77e15a6bf27a,82ea33e0-4032-4207-9b2b-103bf83279dc
tch_20200628-214431_66,60c3006d-b961-11ea-840b-0242ac110002,std_1593363862958_66,class_20200628-214431_66,6eh7-8HYz,8633e7d0-b178-4df6-b06c-c7b25c68250e,d46aad36-4cb6-4b21-bb22-d746515c0b43,edef91e7-1269-4fc0-b872-94faf55d8a45,01feba33-cdf4-4636-88df-7d7d7c1f3d64,852b3c12-63d0-4c9f-96bb-0ac3a5f43b73
tch_20200628-214431_78,5f449e5f-b961-11ea-94cc-0242ac110002,std_1593363860423_78,class_20200628-214431_78,U7o8-haAh,455b53b1-a4e6-4547-80be-31076783d6ca,97620ed6-23b5-4cd2-a32b-8c563b70d4f9,aecef700-9837-4d0f-943c-3ef97755ee00,98e02e14-e92e-4a63-b3dc-1dadd1751c97,7c222ccf-8e2f-4145-8888-77f44ab5ba00
tch_20200628-214431_70,605300de-b961-11ea-840b-0242ac110002,std_1593363862199_70,class_20200628-214431_70,6dxt-TZop,c5ec03a7-4ffb-4666-bc4e-1fa1f4856101,d0a299bb-3249-4eac-b3f3-3c81d3f90bb0,7183dfc6-9470-4853-8a9e-c2cd9490cf76,0275f987-c4a1-490f-b6f0-c71cd3a1631f,d4cacfd5-34ed-4410-b1ba-b2e39dda2874
tch_20200628-214431_74,6124a90d-b961-11ea-840b-0242ac110002,std_1593363863587_74,class_20200628-214431_74,8PXW-7YdW,2e38c277-afb9-469e-b5aa-592aca5fd63e,5be44bbe-0860-4f71-b4b7-1039c53794d5,1d982009-1095-444b-b1d4-951533a256ce,18634950-d30d-4dab-8fa4-198c4c84851d,245a4a8c-dbb5-4721-b5f9-1d925bc14bc2
tch_20200628-214431_73,61836ac2-b961-11ea-840b-0242ac110002,std_1593363864189_73,class_20200628-214431_73,jQxH-E3CE,3cf19d83-5c97-4eb4-9d7d-919a1a9928a8,844630d7-25b5-4e6d-aefa-1074b637429c,62bfc73f-23b2-42a3-89e3-2f99d4cbe7fc,52ef59be-0498-46ca-bf86-9075a7ed0fc5,9040d70d-3653-4f04-b11c-817a9fad34bf
tch_20200628-214431_76,66268ce4-b961-11ea-840b-0242ac110002,std_1593363871977_76,class_20200628-214431_76,9tX2-go4L,c8d0ebdf-d118-44b7-8eb6-b8b0da5f80c0,2e41d294-9cec-44ea-969f-84a431196e0f,e7fcffca-f537-4ea6-b498-0609c0290a6e,0b2dfae6-8931-4f36-9b93-a39b782022bc,32452fb0-a993-430f-ba5d-6f3f82ed8abb
tch_20200628-214431_79,652a792f-b961-11ea-94cc-0242ac110002,std_1593363870312_79,class_20200628-214431_79,oDnP-9KYG,534875c5-7815-427d-a69e-c00d5cc1bd05,6d067900-4197-49a1-acf9-12f17cd3039e,a9158ade-8481-48f3-995c-36cf4a12709d,276798bb-3764-4576-8d38-910b32885487,ac275e94-5bc2-450e-afdb-9c69523cabe4
tch_20200628-214431_81,66168756-b961-11ea-94cc-0242ac110002,std_1593363871855_81,class_20200628-214431_81,3w47-Qugf,4dac1522-1846-4670-b82b-c2332b58eedd,ecf949e3-9e76-485f-a5aa-9dfd7a72c89a,b88b5dcb-b3d3-4092-817c-43b49a16cdfb,20df8b3a-66ee-4a43-add7-0e666a6bbd6e,8dad75c9-eaa7-4fa5-8e25-588ab3255d95
tch_20200628-214431_72,6599dc9b-b961-11ea-94cc-0242ac110002,std_1593363871061_72,class_20200628-214431_72,37Y9-UMWF,b50e0c5f-7bf4-4fac-a51e-8b1d01d5c710,32ef546c-3274-4d14-93d3-aa093126dbfc,65c0cde9-1c3e-4202-b042-2ce5d6e59e14,1b58b2e6-b09a-41c3-9f2a-09b67e2ab245,fbb58545-3198-48db-9e1d-8cbd9470ddec
tch_20200628-214431_65,670183d9-b961-11ea-840b-0242ac110002,std_1593363873407_65,class_20200628-214431_65,U2ka-3sRA,23244874-3ac8-4691-bb93-3a6c3794d65a,6e810775-3ee0-4959-bb22-b4d2984d1987,c2433c67-bf22-4ec7-9f0a-8cd88e5cd031,ee048113-8ce4-4d3d-ae55-82aaa6df8596,011fa20a-534f-44d1-9b69-d07703440bcf
tch_20200628-214431_71,68842b98-b961-11ea-94cc-0242ac110002,std_1593363875949_71,class_20200628-214431_71,69Gp-8XhN,4a7bcb39-a3c1-4b01-8c39-be3743470d55,7d261d9d-f399-432d-8bfd-3ce77e333451,e1382abc-f5da-45ab-9d32-609aa27ec254,48c2bda3-9bd1-42d9-a9e5-7557ff87854e,613b9db3-ca2c-45b7-857a-2506f835d66c
tch_20200628-214431_75,6ac28338-b961-11ea-840b-0242ac110002,std_1593363879711_75,class_20200628-214431_75,3b67-G96V,78bac6aa-16aa-46aa-8eea-2c1313931b27,529967b7-588c-47ef-9940-13b593156b07,20389e22-1b0d-4d25-b1c5-fd34b62ebd25,6c557c53-1240-4a8a-853a-bd5cf2d57af4,2cb3481e-bb0d-49f0-b1fd-d6cf79c14334
tch_20200628-214431_77,6b51a397-b961-11ea-840b-0242ac110002,std_1593363880642_77,class_20200628-214431_77,QF6H-yXUn,6b08930a-5c90-46ef-9a54-0b80911bbf3a,e93e7d74-715f-4f5d-b969-9625d4eb9351,ed6ce5bd-7b4e-4ba3-b5b1-cec82524f8fe,7fc3ef84-fe24-45ad-b1e9-d0a42edf272e,61d984a8-126c-4fd8-980a-7168c14d2f0e
tch_20200628-214431_80,6c8e904a-b961-11ea-840b-0242ac110002,std_1593363882705_80,class_20200628-214431_80,PrL6-YGHk,b13c4ba3-7802-4062-a0cd-874df1e50802,53ff65b3-323f-48bc-97cf-74ada76bb24f,25c97c55-8a02-4e5a-a561-da20be7cdf83,cb51b1cb-43f0-4e4a-8189-6195e1df2048,42714fa9-c021-4455-ad6c-25ced965eade
tch_20200628-214431_82,6a86162f-b961-11ea-94cc-0242ac110002,std_1593363879048_82,class_20200628-214431_82,M37Z-g2XZ,fa5e4651-7fa0-43de-b487-d4b665e57065,d4b81d0d-c04a-4dd8-8e59-6f2f6b396ac8,ebe89dc8-c2e8-4dab-865d-d651cc7ef54d,4949ba0e-74de-4a44-83bc-1622bb606faf,be7ea5cb-86ff-404e-be36-50c30ef8383f
tch_20200628-214431_68,6dfa07ab-b961-11ea-94cc-0242ac110002,std_1593363885099_68,class_20200628-214431_68,ypxA-e2iY,0d6b0de5-9501-4a1e-ae24-ef93da523029,c49445f0-d3b8-4dcb-816b-680b8cc1d411,557f33aa-35aa-41a0-b92c-5da58a36a4b6,aadf4b4b-0508-4019-9078-37f36058074b,1f8f754a-6727-4b6c-9ba5-8bc93a1c77b2
tch_20200628-214431_67,6e6aa3c2-b961-11ea-840b-0242ac110002,std_1593363885830_67,class_20200628-214431_67,t68b-aLqR,958ced87-6b47-49b8-8c92-3b8cfefbf1fe,cc4dadc6-a53a-4038-a128-2f82c41b2702,54c607ce-1cf5-46d2-a6a5-978022594274,8cae323f-0ba7-4f7b-8dd2-77e15a6bf27a,82ea33e0-4032-4207-9b2b-103bf83279dc
tch_20200628-214431_66,6e8afd0d-b961-11ea-94cc-0242ac110002,std_1593363886053_66,class_20200628-214431_66,6eh7-8HYz,8633e7d0-b178-4df6-b06c-c7b25c68250e,d46aad36-4cb6-4b21-bb22-d746515c0b43,edef91e7-1269-4fc0-b872-94faf55d8a45,01feba33-cdf4-4636-88df-7d7d7c1f3d64,852b3c12-63d0-4c9f-96bb-0ac3a5f43b73
tch_20200628-214431_78,6ee8ad28-b961-11ea-94cc-0242ac110002,std_1593363886682_78,class_20200628-214431_78,U7o8-haAh,455b53b1-a4e6-4547-80be-31076783d6ca,97620ed6-23b5-4cd2-a32b-8c563b70d4f9,aecef700-9837-4d0f-943c-3ef97755ee00,98e02e14-e92e-4a63-b3dc-1dadd1751c97,7c222ccf-8e2f-4145-8888-77f44ab5ba00
tch_20200628-214431_69,6d806a75-b961-11ea-840b-0242ac110002,std_1593363884312_69,class_20200628-214431_69,4aGa-ti4E,8db74ddc-ce58-4845-a646-939f68f7ac06,e1f0f319-6b82-400e-aaeb-97b5a8cad030,dee705b9-1e1b-4a48-8857-78eb47bbdd00,52d2c353-b339-47a0-aef0-ac8273c2809d,437fe764-423f-4cdf-acf2-1342aa8a92dc
tch_20200628-214431_74,716b125b-b961-11ea-94cc-0242ac110002,std_1593363890869_74,class_20200628-214431_74,8PXW-7YdW,2e38c277-afb9-469e-b5aa-592aca5fd63e,5be44bbe-0860-4f71-b4b7-1039c53794d5,1d982009-1095-444b-b1d4-951533a256ce,18634950-d30d-4dab-8fa4-198c4c84851d,245a4a8c-dbb5-4721-b5f9-1d925bc14bc2
tch_20200628-214431_70,70b15f73-b961-11ea-94cc-0242ac110002,std_1593363889673_70,class_20200628-214431_70,6dxt-TZop,c5ec03a7-4ffb-4666-bc4e-1fa1f4856101,d0a299bb-3249-4eac-b3f3-3c81d3f90bb0,7183dfc6-9470-4853-8a9e-c2cd9490cf76,0275f987-c4a1-490f-b6f0-c71cd3a1631f,d4cacfd5-34ed-4410-b1ba-b2e39dda2874
tch_20200628-214431_73,739b3834-b961-11ea-840b-0242ac110002,std_1593363894565_73,class_20200628-214431_73,jQxH-E3CE,3cf19d83-5c97-4eb4-9d7d-919a1a9928a8,844630d7-25b5-4e6d-aefa-1074b637429c,62bfc73f-23b2-42a3-89e3-2f99d4cbe7fc,52ef59be-0498-46ca-bf86-9075a7ed0fc5,9040d70d-3653-4f04-b11c-817a9fad34bf
tch_20200628-214431_79,74f5717d-b961-11ea-840b-0242ac110002,std_1593363896821_79,class_20200628-214431_79,oDnP-9KYG,534875c5-7815-427d-a69e-c00d5cc1bd05,6d067900-4197-49a1-acf9-12f17cd3039e,a9158ade-8481-48f3-995c-36cf4a12709d,276798bb-3764-4576-8d38-910b32885487,ac275e94-5bc2-450e-afdb-9c69523cabe4
tch_20200628-214431_72,76735e7a-b961-11ea-94cc-0242ac110002,std_1593363899327_72,class_20200628-214431_72,37Y9-UMWF,b50e0c5f-7bf4-4fac-a51e-8b1d01d5c710,32ef546c-3274-4d14-93d3-aa093126dbfc,65c0cde9-1c3e-4202-b042-2ce5d6e59e14,1b58b2e6-b09a-41c3-9f2a-09b67e2ab245,fbb58545-3198-48db-9e1d-8cbd9470ddec
tch_20200628-214431_76,74085295-b961-11ea-840b-0242ac110002,std_1593363895267_76,class_20200628-214431_76,9tX2-go4L,c8d0ebdf-d118-44b7-8eb6-b8b0da5f80c0,2e41d294-9cec-44ea-969f-84a431196e0f,e7fcffca-f537-4ea6-b498-0609c0290a6e,0b2dfae6-8931-4f36-9b93-a39b782022bc,32452fb0-a993-430f-ba5d-6f3f82ed8abb
tch_20200628-214431_81,75181424-b961-11ea-840b-0242ac110002,std_1593363897029_81,class_20200628-214431_81,3w47-Qugf,4dac1522-1846-4670-b82b-c2332b58eedd,ecf949e3-9e76-485f-a5aa-9dfd7a72c89a,b88b5dcb-b3d3-4092-817c-43b49a16cdfb,20df8b3a-66ee-4a43-add7-0e666a6bbd6e,8dad75c9-eaa7-4fa5-8e25-588ab3255d95
tch_20200628-214431_71,778fa42d-b961-11ea-840b-0242ac110002,std_1593363901185_71,class_20200628-214431_71,69Gp-8XhN,4a7bcb39-a3c1-4b01-8c39-be3743470d55,7d261d9d-f399-432d-8bfd-3ce77e333451,e1382abc-f5da-45ab-9d32-609aa27ec254,48c2bda3-9bd1-42d9-a9e5-7557ff87854e,613b9db3-ca2c-45b7-857a-2506f835d66c
tch_20200628-214431_65,76f2ef51-b961-11ea-94cc-0242ac110002,std_1593363900135_65,class_20200628-214431_65,U2ka-3sRA,23244874-3ac8-4691-bb93-3a6c3794d65a,6e810775-3ee0-4959-bb22-b4d2984d1987,c2433c67-bf22-4ec7-9f0a-8cd88e5cd031,ee048113-8ce4-4d3d-ae55-82aaa6df8596,011fa20a-534f-44d1-9b69-d07703440bcf
tch_20200628-214431_75,77d475f8-b961-11ea-94cc-0242ac110002,std_1593363901627_75,class_20200628-214431_75,3b67-G96V,78bac6aa-16aa-46aa-8eea-2c1313931b27,529967b7-588c-47ef-9940-13b593156b07,20389e22-1b0d-4d25-b1c5-fd34b62ebd25,6c557c53-1240-4a8a-853a-bd5cf2d57af4,2cb3481e-bb0d-49f0-b1fd-d6cf79c14334
tch_20200628-214431_80,7b69d16d-b961-11ea-840b-0242ac110002,std_1593363907659_80,class_20200628-214431_80,PrL6-YGHk,b13c4ba3-7802-4062-a0cd-874df1e50802,53ff65b3-323f-48bc-97cf-74ada76bb24f,25c97c55-8a02-4e5a-a561-da20be7cdf83,cb51b1cb-43f0-4e4a-8189-6195e1df2048,42714fa9-c021-4455-ad6c-25ced965eade
tch_20200628-214431_77,7adf4415-b961-11ea-94cc-0242ac110002,std_1593363906747_77,class_20200628-214431_77,QF6H-yXUn,6b08930a-5c90-46ef-9a54-0b80911bbf3a,e93e7d74-715f-4f5d-b969-9625d4eb9351,ed6ce5bd-7b4e-4ba3-b5b1-cec82524f8fe,7fc3ef84-fe24-45ad-b1e9-d0a42edf272e,61d984a8-126c-4fd8-980a-7168c14d2f0e
tch_20200628-214431_82,7be73ea2-b961-11ea-840b-0242ac110002,std_1593363908486_82,class_20200628-214431_82,M37Z-g2XZ,fa5e4651-7fa0-43de-b487-d4b665e57065,d4b81d0d-c04a-4dd8-8e59-6f2f6b396ac8,ebe89dc8-c2e8-4dab-865d-d651cc7ef54d,4949ba0e-74de-4a44-83bc-1622bb606faf,be7ea5cb-86ff-404e-be36-50c30ef8383f
tch_20200628-214431_66,7e655db9-b961-11ea-840b-0242ac110002,std_1593363912668_66,class_20200628-214431_66,6eh7-8HYz,8633e7d0-b178-4df6-b06c-c7b25c68250e,d46aad36-4cb6-4b21-bb22-d746515c0b43,edef91e7-1269-4fc0-b872-94faf55d8a45,01feba33-cdf4-4636-88df-7d7d7c1f3d64,852b3c12-63d0-4c9f-96bb-0ac3a5f43b73
tch_20200628-214431_68,7ce8a8fa-b961-11ea-94cc-0242ac110002,std_1593363910161_68,class_20200628-214431_68,ypxA-e2iY,0d6b0de5-9501-4a1e-ae24-ef93da523029,c49445f0-d3b8-4dcb-816b-680b8cc1d411,557f33aa-35aa-41a0-b92c-5da58a36a4b6,aadf4b4b-0508-4019-9078-37f36058074b,1f8f754a-6727-4b6c-9ba5-8bc93a1c77b2
tch_20200628-214431_67,7d0d2172-b961-11ea-94cc-0242ac110002,std_1593363910410_67,class_20200628-214431_67,t68b-aLqR,958ced87-6b47-49b8-8c92-3b8cfefbf1fe,cc4dadc6-a53a-4038-a128-2f82c41b2702,54c607ce-1cf5-46d2-a6a5-978022594274,8cae323f-0ba7-4f7b-8dd2-77e15a6bf27a,82ea33e0-4032-4207-9b2b-103bf83279dc
tch_20200628-214431_78,7e72cb62-b961-11ea-840b-0242ac110002,std_1593363912749_78,class_20200628-214431_78,U7o8-haAh,455b53b1-a4e6-4547-80be-31076783d6ca,97620ed6-23b5-4cd2-a32b-8c563b70d4f9,aecef700-9837-4d0f-943c-3ef97755ee00,98e02e14-e92e-4a63-b3dc-1dadd1751c97,7c222ccf-8e2f-4145-8888-77f44ab5ba00
tch_20200628-214431_73,823ccbe0-b961-11ea-840b-0242ac110002,std_1593363919115_73,class_20200628-214431_73,jQxH-E3CE,3cf19d83-5c97-4eb4-9d7d-919a1a9928a8,844630d7-25b5-4e6d-aefa-1074b637429c,62bfc73f-23b2-42a3-89e3-2f99d4cbe7fc,52ef59be-0498-46ca-bf86-9075a7ed0fc5,9040d70d-3653-4f04-b11c-817a9fad34bf
tch_20200628-214431_74,7fbb9eb4-b961-11ea-840b-0242ac110002,std_1593363914902_74,class_20200628-214431_74,8PXW-7YdW,2e38c277-afb9-469e-b5aa-592aca5fd63e,5be44bbe-0860-4f71-b4b7-1039c53794d5,1d982009-1095-444b-b1d4-951533a256ce,18634950-d30d-4dab-8fa4-198c4c84851d,245a4a8c-dbb5-4721-b5f9-1d925bc14bc2
tch_20200628-214431_69,7ef87646-b961-11ea-94cc-0242ac110002,std_1593363913577_69,class_20200628-214431_69,4aGa-ti4E,8db74ddc-ce58-4845-a646-939f68f7ac06,e1f0f319-6b82-400e-aaeb-97b5a8cad030,dee705b9-1e1b-4a48-8857-78eb47bbdd00,52d2c353-b339-47a0-aef0-ac8273c2809d,437fe764-423f-4cdf-acf2-1342aa8a92dc
tch_20200628-214431_70,80b8c368-b961-11ea-840b-0242ac110002,std_1593363916523_70,class_20200628-214431_70,6dxt-TZop,c5ec03a7-4ffb-4666-bc4e-1fa1f4856101,d0a299bb-3249-4eac-b3f3-3c81d3f90bb0,7183dfc6-9470-4853-8a9e-c2cd9490cf76,0275f987-c4a1-490f-b6f0-c71cd3a1631f,d4cacfd5-34ed-4410-b1ba-b2e39dda2874
tch_20200628-214431_83,8201e608-b961-11ea-94cc-0242ac110002,std_1593363918435_83,class_20200628-214431_83,7XrH-j69D,1d8babcb-57b1-4c8c-863f-450b35325a65,c548ca3b-ec13-4889-a711-ae7a55e3fac5,bf8773e3-acfc-4a86-ba00-50287fa66cfa,cc275e0e-a3e6-442b-9239-536751b7b784,aef45b0d-2e3f-4d79-9a58-c2425c42b9f3
tch_20200628-214431_72,84eb49fb-b961-11ea-840b-0242ac110002,std_1593363923619_72,class_20200628-214431_72,37Y9-UMWF,b50e0c5f-7bf4-4fac-a51e-8b1d01d5c710,32ef546c-3274-4d14-93d3-aa093126dbfc,65c0cde9-1c3e-4202-b042-2ce5d6e59e14,1b58b2e6-b09a-41c3-9f2a-09b67e2ab245,fbb58545-3198-48db-9e1d-8cbd9470ddec
tch_20200628-214431_79,83ee255e-b961-11ea-94cc-0242ac110002,std_1593363921945_79,class_20200628-214431_79,oDnP-9KYG,534875c5-7815-427d-a69e-c00d5cc1bd05,6d067900-4197-49a1-acf9-12f17cd3039e,a9158ade-8481-48f3-995c-36cf4a12709d,276798bb-3764-4576-8d38-910b32885487,ac275e94-5bc2-450e-afdb-9c69523cabe4
tch_20200628-214431_76,852397b9-b961-11ea-840b-0242ac110002,std_1593363923984_76,class_20200628-214431_76,9tX2-go4L,c8d0ebdf-d118-44b7-8eb6-b8b0da5f80c0,2e41d294-9cec-44ea-969f-84a431196e0f,e7fcffca-f537-4ea6-b498-0609c0290a6e,0b2dfae6-8931-4f36-9b93-a39b782022bc,32452fb0-a993-430f-ba5d-6f3f82ed8abb
tch_20200628-214431_81,86796410-b961-11ea-840b-0242ac110002,std_1593363926206_81,class_20200628-214431_81,3w47-Qugf,4dac1522-1846-4670-b82b-c2332b58eedd,ecf949e3-9e76-485f-a5aa-9dfd7a72c89a,b88b5dcb-b3d3-4092-817c-43b49a16cdfb,20df8b3a-66ee-4a43-add7-0e666a6bbd6e,8dad75c9-eaa7-4fa5-8e25-588ab3255d95
