tchextuserid,classname,classcode,assignment1,assignment2,assignment3,assignment4,assignment5
tch_20200623-215505_247,class_20200623-215505_247,LPA9-kLMk,a8735a2b-f1dc-4208-956c-040f3c56d50a,7d9b1d29-973d-4a4b-8ddf-e5416e9cf795,635878aa-0a5e-4340-9a39-aa9a78d200f2,0a995044-0f05-423b-a8d9-5bbad9c0d9b1,9f710b50-8e43-4485-9f4b-8a5fe7f94620,
tch_20200623-215505_248,class_20200623-215505_248,X8UN-38yx,b7b231f4-1136-44d8-bebc-4673a1ad0978,4f799803-60da-47d6-9278-a308947a5fc1,b1fee540-cf74-4770-8ae6-9842b836d57f,2a709d78-b990-4209-b42a-fa92e0d861e0,dc713430-9dcf-4416-bf1b-18babc244547,
tch_20200623-215505_249,class_20200623-215505_249,nXZq-3p9z,64a67320-5aad-468f-97fa-1f0ea6d8ef57,c94c7fc1-1018-4df5-94ba-0dd253b8ca6a,51f4911d-9e55-432e-b59c-447c59fc23c0,2f0e76fa-600e-4c8a-a730-314f3633f271,e206152b-306a-4aa4-a914-4bd0b58b10f2,
tch_20200623-215505_250,class_20200623-215505_250,F8hY-nR98,d38d0689-d562-43a5-b557-a46e9284ea22,5d4b7905-5f40-48d0-b9cb-e8273121456a,75cc4479-6e5d-4b9c-aa3d-0898da06653e,ef6319a0-b8c3-452b-81e7-f9066799873e,8620d353-071d-44c1-b03f-ac61346b2736,
tch_20200623-215505_254,class_20200623-215505_254,629f-rfoV,28a56511-6ce1-41b5-acee-e3c04aba27cb,4ae5fd89-3292-4a9c-90f9-96ebbfa735d9,a35b11de-76ca-4355-b175-2523ca76943a,a86404ed-1b6f-44d6-8443-0e6dfc8e0d75,98673766-3732-4313-9dec-4e3b0b04c209,
tch_20200623-215505_252,class_20200623-215505_252,y8i4-sh6n,9cc25fb4-ed42-4ae5-8231-00737d644317,995f9847-d3c0-46e3-b2f8-bb50871efaa9,21f9e5ae-8438-41c7-a7b2-5c14e144244b,6225f3a2-0071-4ae2-9cb5-7c9a72adf299,d8be33e5-8c24-4cf5-8478-f5f0bc59e857,
tch_20200623-215505_251,class_20200623-215505_251,Vg96-ZmCm,f7761fb7-dad1-4734-98be-bfb36829996b,c7a3c143-19ca-4040-af69-d295680e3ba6,232b83f5-152d-42fd-9d37-a6bd52ad2883,c24d040a-ba6d-4e4e-8a28-66b75afa3bac,a770ef5b-42bc-4ea2-96c0-e6298fe49880,
tch_20200623-215505_253,class_20200623-215505_253,4L94-6Xsd,3f9a30db-c066-46c5-839f-97ac60e4e2c7,8f8408a6-9cf3-46b3-81fa-4646b7f4e392,8a9c67b1-a02f-429e-a802-71fbe15d573d,0dbcac96-e410-483e-930f-eb42ab22544a,1ee3a017-98e0-458c-a018-acc3439d5544,
tch_20200623-215505_256,class_20200623-215505_256,86V2-6o2e,2ce6c237-37da-47da-b59d-23cd3a269764,51cfcf95-0430-4227-9550-76ec8561b66e,c680ea35-a6dd-4e0e-954f-7bec3d2fa3ee,276f58af-2dc5-429d-9b06-33e248a6dfb7,6ee7d304-98d8-432c-8bb6-bd88f71df5cf,
tch_20200623-215505_255,class_20200623-215505_255,Zrs9-szm7,48b6f0db-39ed-41a1-b563-5179401f6c16,0a0a54eb-b534-49db-b567-1a33446f1636,199185c1-a538-4bd6-aab7-d14722a2170c,6f9451a6-f98a-43d6-b533-a838a7c9eef7,6ff0ccf2-a163-4151-b642-0d7ad3d9884c,
tch_20200623-215505_257,class_20200623-215505_257,bGsh-8oCV,5cad07b2-2355-456b-a589-416d7b4ce70b,dc9b3f49-04e8-463d-953f-9e09b15f484c,8e34f7e4-88ff-4d72-a36b-0908980d40ab,9704010d-2c57-43e5-b46d-82f0070c94d5,b143ad79-1750-4f40-900e-30d8ff3fbc52,
tch_20200623-215505_258,class_20200623-215505_258,p7Tg-3bvG,15f808f4-4e62-402a-ab77-a93ce5a8fe2e,bb62178e-0c85-448e-87de-c44f7d2221f0,caeed652-95a0-46d2-835d-056e37f6aef8,29f9504c-9b7b-4ed8-a0d2-cf1e9df1bfc0,7f8a3431-a588-4f06-be78-9952195df7a7,
tch_20200623-215505_259,class_20200623-215505_259,ZN86-XFvR,2acae394-6d60-4723-9123-aea75cab9836,eb77c597-9a4d-4158-b4e5-47ee14cf43df,12b13b6d-b1c8-41a9-b13f-38a47d730e51,c5e0cc9a-71e9-4547-a87f-15a8610b7de2,70d1f875-d566-4014-a8af-e19ead779b53,
tch_20200623-215505_260,class_20200623-215505_260,8ei7-G72z,4c2c9f8c-6efc-4269-a8cf-463fb03f00f1,331eabf8-78f5-41bc-a338-e8063dd4a635,7cef46bf-a369-4979-963a-db87a9c211c6,957fe9da-bdb4-4a77-9659-59923851a193,8e9aa5ec-e0d2-44b8-8e7f-87d68b6399cf,
tch_20200623-215505_261,class_20200623-215505_261,fpJ9-G8qR,55022b3f-79f8-44fc-83a5-2b0dd1235080,f4d3b23a-2294-43d0-affa-e65de617562e,e1576454-7de8-4471-8fa9-c948d201b0bb,ce7ab9a5-8a4e-44eb-b88c-13f3823aa074,35f9df97-d9c4-4f35-b791-7909531c1b2a,
tch_20200623-215505_262,class_20200623-215505_262,7DAa-yHkT,4679f861-f9a4-43f7-b9e6-0feee710a04f,765669cb-34a6-4166-98c9-1a0dc7af626a,0708f3bf-285a-420b-9cbd-2b56d8d0fcaa,613dd9df-ad24-4758-9296-a684fe3403f5,de96c1e8-c71f-4f0e-ae5a-b2b1bf1e3e66,
tch_20200623-215505_264,class_20200623-215505_264,3nv2-i7sR,ade4f712-7fe5-429e-b078-42d0b6b1ebc8,14559692-6c12-4df9-99ea-ffedbf6dac19,27394fd5-23b9-4a8b-b7fe-67829a978d6f,d6972674-5386-4a9f-be57-1090fbdf36a1,2dcc1726-d7d0-40d8-93c5-387f96539de8,
tch_20200623-215505_263,class_20200623-215505_263,BHYq-BD9R,4f6d89d8-f3de-4f31-b029-277b165f5af0,38ae0863-7b16-4285-ba3a-108027f5a40c,207d3731-ffdf-4a01-a736-91c1cda25c51,dd690444-aa75-4b85-a35a-0468105df9d3,87f4361c-76f0-44fd-8db7-628d7f59240f,
tch_20200623-215505_265,class_20200623-215505_265,YUpN-QVf9,e8e25832-50a9-4aa4-bf66-e435c1f645a2,ebef69f4-bb0d-42fe-9b1a-8f9bd44eac1c,943b2d0d-8ebf-438e-8009-2aa51c42837c,10ec57c5-3b5f-4ae3-bd23-27eaf2726174,f4bd85fe-3557-4be3-819e-8fab1506d20d,
tch_20200623-215505_267,class_20200623-215505_267,4J6U-8Qzk,ecc51551-c9a0-4168-91fe-1efe06e23c69,690312ef-7cc9-418f-ba81-6a4d778a375f,90d08998-47fe-48d8-9379-1c4f74186b16,4a48ad65-01ab-4b3b-be46-09e8420deb6a,84d38bb5-9911-4a87-ade1-4c380ca2880a,
tch_20200623-215505_266,class_20200623-215505_266,fF2N-Qqa7,6cf6b805-8b07-4677-af23-179aac27ba18,7c4eb3df-abaa-43d1-9b2e-e234ef8f515c,4dc8bafb-dee5-421a-84bc-42362e849c5d,9fca0f2c-7d7e-470f-a6f8-d08a25118139,45109ce2-7f9a-459e-a46e-d13d793c49cd,
tch_20200623-215505_271,class_20200623-215505_271,zEyE-qN7v,6155f868-8719-4b73-b50c-df33bf927042,3570b21d-c044-4c29-adef-cef87eee775f,08e00101-12e6-4adc-a767-4cc9ff2ae68c,706c352d-5b96-42df-9027-4fca127b21f7,6bc71be9-5593-4112-9820-33b7e6fcde4c,
tch_20200623-215505_268,class_20200623-215505_268,278o-4AtE,3a473b43-8f90-4c9d-bc29-952c7625d392,053d4e5a-f7fe-4464-80f6-64d313d34932,579b9bc3-c4ee-40a0-8873-78776d08a826,0d6cdc10-0878-4e9b-a9f3-77f6418f6342,24991422-59de-464d-a77e-8aa2d369dc82,
tch_20200623-215505_270,class_20200623-215505_270,wWm2-se3A,fc2fbd26-a477-4e37-901a-4939ef671593,3fbb5fb2-5ec6-40d7-a74f-91a605fbd47a,d9e87381-2c20-49b4-812b-2212f0a9c085,8157f1ca-20b8-4f92-9149-fa963d9554b6,44e36767-ab7c-4abb-8118-9721d5e86166,
tch_20200623-215505_269,class_20200623-215505_269,eBhu-wvQh,3f088be7-d129-4db0-a7a6-afaa61fe2243,ea1773e6-db52-4e4a-aac2-5375eefd0590,c716e3bd-cfe9-4562-bac4-61b4be682831,2c1fce5e-c5ce-452b-9e29-633c03380dc7,06b35ea0-4924-4ae1-8f61-7e3fb5a61776,
tch_20200623-215505_272,class_20200623-215505_272,D3dr-4Dsa,726939a4-4ca1-4493-bc9f-61ca7ab89c10,6d385cae-394e-4465-9b7d-03d6b63150cb,6fb14a05-d7d9-4a9e-b751-ab0247a301db,1140382b-700f-44fc-a9d2-f102777f7db0,5d39d552-a4ac-47af-adf1-b0a9a5a21c81,
tch_20200623-215505_273,class_20200623-215505_273,Fa76-pdtx,ea327d10-0886-48c9-907d-37a719e460fb,c2b8788b-dc0f-4b26-a03e-4eec4976d26e,4eaab4dc-454a-439a-a187-eca3fb20f4e4,07e79b4f-3994-4910-986e-0ab32a418faa,032aafab-03d8-4eb3-bdbe-9e3449d83df0,
tch_20200623-215505_275,class_20200623-215505_275,oRu3-6oYk,a11c1e9a-48e6-4e17-bc1d-e605df14dee4,52a5d640-0482-4742-a351-9fecdf6666f3,7cc09689-62f6-4282-a49f-b29a1c94aac9,64fed7b1-64ba-448f-bc0d-f2cc869ff8d5,0e95435c-3903-4673-8ee7-fa921a546c9f,
tch_20200623-215505_276,class_20200623-215505_276,8c76-28dx,5c8f8808-9cdb-4eef-9686-bf1d549264f5,5febe223-1a75-4597-8c69-4a7c4c42b0bb,baa240fa-3fdf-47f1-80d0-97aa37ff0656,e9685de2-f363-4da1-bf56-e84fab1c780f,5c540a3d-55da-4b27-b249-d322a9cc9366,
tch_20200623-215505_274,class_20200623-215505_274,2E9J-R9fb,f8b7728e-2436-4248-b51e-471e22a151e3,b10d4f39-0535-4a40-89c3-4478f1f31143,d9415b1b-6d1a-4182-b498-837ffd13f1c7,69398477-5a25-4305-9424-708fdb873e56,48a4a798-b51f-4ec6-bcc1-51fb14e80bb5,
tch_20200623-215505_277,class_20200623-215505_277,d3FH-8ez4,03d9c5eb-406f-4ba3-942a-8aaa2439f007,c4f9c043-7ca9-4d24-bcde-269ee975f0c9,d2495afc-c3a3-4144-9091-63f0fafb0bc5,ce31199b-c03f-4220-bfe1-61b0b37aad28,1a3cbfca-5dc8-4cd8-b7b3-6fd133ba8a08,
tch_20200623-215505_280,class_20200623-215505_280,7K3N-9n4N,b5b90bfb-3009-4fb6-b27f-51344871ab1f,78803f72-8713-4807-a0f7-2feee3c52c63,bf5061ae-3b9d-4286-82a1-19ce8de252fd,117d48e2-a26e-4822-aace-5bcf48da9f17,4c05c6a1-9d28-4e57-a471-c6f9c57c02a4,
tch_20200623-215505_278,class_20200623-215505_278,8psZ-vQng,823a599f-9bba-41fb-8a60-c8cd4de34628,36817a37-a9c4-48c9-b88a-a341218467a7,161034f9-b15a-4b2e-a23a-2b0ad75c5988,0842def3-1028-4474-bddc-ef9f45b305f8,82f3bc21-c0f9-439a-915b-900bd44550f5,
tch_20200623-215505_279,class_20200623-215505_279,BZRg-48VC,dd97d17b-e153-48d3-906f-95e70f52c7b1,ac70ebb7-4abe-4603-9e80-f67f2765ab02,95dafad7-94bd-4dac-bbfb-a9984e3edbf3,ada14f2c-11f6-4053-80f4-6c52188f35d7,03f6af2b-4412-4314-94ac-c4570ae961a8,
tch_20200623-215505_281,class_20200623-215505_281,zFzt-Nr3F,fdb823c9-d5e8-4b75-906c-0140144a3318,93f0eb5d-5c55-4394-94db-28a6def489f5,68684528-8b0c-4c61-bb32-cb6e2e403dbd,4ad438b5-8d2a-4e20-bc5c-368d24e91f07,d64895af-f849-415e-9a31-7555122cf116,
tch_20200623-215505_283,class_20200623-215505_283,i7Qp-HDKX,358bfb0f-ec21-4474-b34e-538bffe0255d,b907283f-d331-469f-a417-e598ef418064,a7c93536-d2bd-44ca-9c62-c7d5977de9b2,c5635f9f-b0c9-4041-aaac-49cd8c653e1f,78fc02dc-73b1-4bb6-beae-a2ebb231cfc1,
tch_20200623-215505_282,class_20200623-215505_282,E76h-DzJX,0d6e5e3c-7253-4de4-84f3-959effe93359,49ced758-bb95-4f1d-9411-195b64862339,55cd0ee8-8802-425a-9ccf-0339cba669b1,36ac1e91-ab18-470a-be8a-e65f76e6b880,11443290-cc20-45f3-8080-d3ea7c02dfda,
tch_20200623-215505_284,class_20200623-215505_284,4d87-XDfg,15efe80a-9234-4465-877f-d41aa17da3fe,ef0ee82e-5087-4cb6-8444-930d27a45b25,8f512eb4-21f4-4ae9-bfc5-7b2abee0dc72,1b30a830-f184-4d7f-abfc-1ea5b60b8103,4da0ba6a-24d8-4699-8b82-aac7d69596b8,
tch_20200623-215505_286,class_20200623-215505_286,FXcv-pape,8904b86d-448d-4b27-85c1-511f130e07a8,fca29b72-f7bf-4e7e-b416-9d06dabd2201,863696cf-0ffb-47e0-aea6-c05b9f90de55,0069f83a-e0c0-43c8-8a20-ced6ab2062d6,39f6bade-6ac8-4d2e-a1de-12a0bb32f799,
tch_20200623-215505_285,class_20200623-215505_285,Z8Dz-489L,f5d402f3-b774-4d88-b376-ecc5c7173117,16f10fd9-62ec-4293-a44a-69cadac5df1f,096f5783-00b4-4fed-b0ec-199f56e5f740,b2eb1b61-7498-4293-9241-b13e9f004587,6ea5e385-8cc9-4cde-bfb2-f27e753f77a4,
tch_20200623-215505_289,class_20200623-215505_289,Mt74-o4fX,87968ecd-a772-4977-a46a-a694f52e2171,28e1e098-641a-446e-82bd-762c7670622d,b0522185-69ca-4767-9c18-b4ab9b3854b9,c8fda057-ae0d-4c6e-83b1-704be93e4774,4c8c8811-91d0-4e88-8f67-58076cc874e6,
tch_20200623-215505_288,class_20200623-215505_288,gcJv-VX37,d773b309-462f-4dc8-8bb2-1e1da327832d,6135e6cd-3123-4399-92c3-7ad7fca69034,5182e54a-5644-4f4d-b7a4-b5f438c52daa,62892d76-a3ca-4423-a1f1-7dbc628f69f5,8367bad9-d8ae-4a14-a349-1fa553e13ba2,
tch_20200623-215505_287,class_20200623-215505_287,k6JB-f64p,9d26c50a-f3af-4544-b8b8-ddc59c79d02d,0f73750e-dc76-4a9a-95d6-b0f06be4653b,00c8dd13-4090-446d-b83f-7a3dc568170e,d51997b4-b170-4ad6-a805-00d9ffc4fac1,62f941ea-940a-4531-946b-61cd1ad04ccd,
tch_20200623-215505_290,class_20200623-215505_290,67n3-CPNp,2add4605-2c3c-40c1-9a2a-b2e809a7a3f6,443b9d5d-e7b7-4c42-96e0-094ffa3ab5f1,9810b0da-a3db-4070-8f3a-7a181e712b74,26329229-4394-4960-b024-2f7fb83a8b21,1468894d-cc05-4caf-97db-0c825e21427f,
tch_20200623-215505_291,class_20200623-215505_291,RmBc-b636,4df3c43c-c11f-413c-bed7-6b477f036b84,4bedaee5-6316-4d06-96a7-a24b932cf217,4fd08b37-1fd9-4d32-8787-ba9616ac74ad,1b7287af-9fac-4a31-bc45-47af5604e8f5,00f8b04b-3f83-421a-8865-3d2bfa857b79,
tch_20200623-215505_292,class_20200623-215505_292,uY89-yH23,75951de5-0c5d-406c-a9c8-176bd244b80b,a9d060d6-89fc-46e6-abf3-52020bced1ce,b515ac5c-63a1-4141-b68d-f0aec6f0fdc6,646e4dd5-d646-4109-a26a-f28e80fc0bb6,8d086b0c-3db0-488d-9bf3-1ae89c2ce440,
tch_20200623-215505_293,class_20200623-215505_293,c8uR-XYZY,0a2fc0f6-814e-45ff-8dbb-534ccfa7e6e8,cb93e5fd-54ca-4462-9fba-f0a193dab3d8,f48dc75e-5379-4805-8f70-db437c96441d,52c6699d-e3c2-46a5-a407-ee18a3823f29,f5b6e3ca-116e-4478-92a8-3cdc3ed2a3d8,
tch_20200623-215505_294,class_20200623-215505_294,RaCQ-9J8R,5ae15346-c203-428f-8770-0b7a90c94a65,49fc3f76-5b61-4cf5-8896-6805ab1783ea,77067ff3-c3b2-43e0-9dbe-cb5eedd1edda,0da3dfac-4ced-434f-96ef-0a6a69091f9c,2ea09f1c-4172-4c20-87eb-20e0b3c53dbb,
tch_20200623-215505_295,class_20200623-215505_295,Hr3m-FV8K,474e3622-e7e8-4f56-999c-7fe9e14cd309,528261f6-12a7-4ef0-b4dd-dde257749523,09856e79-1f0a-4492-b9a4-716c11412e0b,e0c2a05a-635d-4069-aef6-0ed9509861bd,08fde0f1-79ab-46a6-93db-14482da93dd2,
tch_20200623-215505_300,class_20200623-215505_300,rtBk-8i78,745ce3c9-0f55-4c83-87e3-0215c2ec241c,445c5c2f-6c24-4b70-bbf4-94a764d65565,150f6575-c624-4597-a7d2-8331ef4c6004,97a17202-4811-49e6-936f-af8dca2a2435,2ee7dac0-ec0f-412c-87d5-f1a762877b30,
tch_20200623-215505_296,class_20200623-215505_296,ALaA-o4Q6,f3f94ab2-9960-4c66-ac41-a85c65e97c04,1f0b212d-b7fa-4aa1-8487-1f60b5ab50aa,9305851b-b560-4311-8009-5ce9a93569ea,87e55927-b5f7-40b3-866e-923b3a422994,3ed619cf-fb19-42cd-bfd6-2dcc69a11021,
tch_20200623-215505_298,class_20200623-215505_298,c8Er-FTJm,af08ef13-22fb-4ef0-bcb4-6c3944451e6c,821d2d3a-7f37-45d2-88c1-59a527bc66f2,af766d1f-d98a-4b5f-bb68-8ed20ff0e213,a1670a80-e648-4fa9-8e16-5ab26a9b3e34,8c74fd88-a3b7-4f44-8377-e893d43179a3,
tch_20200623-215505_301,class_20200623-215505_301,E28L-Hfga,891074ca-23cf-492a-af23-4deb8ddb4bd6,4ef62fbd-3c87-43a4-a087-e95f6694eded,16b82ba7-dc28-4c03-a745-f1bb8ffd5073,e6f3a9b1-63f1-40fd-927d-6bac7f97f874,a422b310-d722-41f0-915d-202edf3921fa,
tch_20200623-215505_299,class_20200623-215505_299,Leqf-PthN,18227eac-4c51-4e4a-b8bc-7a9327cbfd9e,36c262b7-f0e5-4fe1-9b13-58b49a765aa2,7dbfa390-d830-41c1-8635-b7ff22c20f78,dfb5bd5c-d995-4bfc-96bc-48f3254256e6,1ba3c677-8c12-47f8-8142-2efe2197b8c5,
tch_20200623-215505_302,class_20200623-215505_302,7bgn-p43Z,7a2728ba-724d-4364-abe9-55821c18ce16,fd7c4a68-7ade-45d9-a82d-6a028a8b1d7d,555ebec8-4c1e-4d1b-a19e-2ce2bd4bfa71,023248cc-e7d2-49d4-bb59-c60f14d82881,c73f7460-eef9-4f96-b9f9-fd86fa5fa37a,
tch_20200623-215505_304,class_20200623-215505_304,4e9G-Qitz,48b38cff-a934-40cd-8a61-3f4a8a1d5641,ff01e91c-6c19-47fc-96ee-ac6db56c41c6,a70bbac3-2990-42c6-86c7-57d55e4d18b1,df85a51a-5720-4648-930d-c1fe8c72643a,e6f11a2a-35f0-40f3-9924-d73369dc636e,
tch_20200623-215505_297,class_20200623-215505_297,4xG3-zC7y,6434fece-05cf-4f98-a525-be33b78f7bde,ffe090d2-e96a-46a3-9fc8-db99282b1932,7c97b21a-e000-40a3-a175-2e3978b948b2,b81a8ff9-5481-42bc-8420-a5afd979b41d,727557ef-1955-4382-8c2f-e8abd07b2544,
tch_20200623-215505_303,class_20200623-215505_303,WPrE-s67t,fbf01a51-bf81-4e84-a12a-a51bad3a483d,06a7ea5f-f270-435b-add0-a482dd558e05,db888c11-0600-4d6e-9fd0-a8ef9d7aebc9,4ae80a6e-dafe-4aab-9710-d5c61c837d33,3bbe4bbb-e935-4d7d-ba3b-0fe92ace6d15,
tch_20200623-215505_305,class_20200623-215505_305,72zv-RK28,44eb2613-b520-4521-8700-7935bdfeab04,f43d76c2-bca2-4be5-921a-da3de5575c99,40cac9f0-15fc-4b71-91f9-401f14a77682,45c1bbb6-2770-40e9-b4ec-5b47c948ab9f,bbc59b06-8050-4900-a792-3db1990d0d1d,
tch_20200623-215505_306,class_20200623-215505_306,cdoH-nT87,6a082073-7006-4825-8bf4-8044fef59a77,9cc5ae60-e8c6-4530-a6e8-75c1c7424df8,ddbc0cb5-36e9-4584-987c-fa7f3c91f982,600f65f9-b148-451c-bc88-28c2a917915a,5ef728b6-0c0f-4bb5-a7c2-be5a2a510886,
tch_20200623-215505_309,class_20200623-215505_309,MrJi-s3t2,c71356f6-62df-4651-aaca-095a2f193860,8d68f023-3bca-41b9-a3f7-f6a0d83dce41,647357b2-da08-487d-8206-9e9b2fd18523,869b49fc-0113-48dd-ba45-b7bb2907f586,da4fb25d-3d4a-461b-ab59-c19d42c748b3,
tch_20200623-215505_307,class_20200623-215505_307,JM6A-kxJh,fbfa6c64-fb40-4c03-8a86-f993f5067aa8,fb1a0c3d-2b8e-4d55-9e4f-ec9c5d57fea6,929a86e0-5515-4e0e-80a9-4ec60909ed8b,d9f3957e-7faf-4827-bf11-fc1745cadd71,a1cdce7c-50cc-4a6b-a0f2-d6e22464ad7a,
tch_20200623-215505_308,class_20200623-215505_308,c2Rt-ujHV,f6af9800-a345-454d-9aa5-86440fd5c1fd,aa4d3891-360b-4f6a-96c4-bbad6e4b75d9,1cd32185-6d4a-43b2-9fab-9cd0272146d6,5864c311-9b08-484e-b62a-0867cfd47ed8,c54f18af-b13e-45dd-b881-a537851f1a83,
tch_20200623-215505_311,class_20200623-215505_311,sdu3-Tj4E,731acf96-36a2-46bd-b729-d4792573ffa1,266b18b3-1f70-4804-9841-5f63af96fce4,323f0c3f-981c-44b7-bcb4-91165ff522f5,800ba468-acac-4cbb-86bc-139c5668d135,245ab040-ff65-4124-843a-e3aa26f0922e,
tch_20200623-215505_312,class_20200623-215505_312,qr6f-sev9,9b8d0e8b-9a80-4613-8578-cb34789f36c5,6dd82b7d-9dfe-4d61-9917-cf7eed9c23a4,5c7bbfd2-8fc9-4530-b56b-6f68273fa974,84b45a48-55a1-4cf6-8cfd-8119f9b3bf3d,983e4dd1-226b-4794-8fff-3d89d94f488f,
tch_20200623-215505_310,class_20200623-215505_310,UNQ7-A8QC,d82e7a70-2a04-49e5-982d-b4e6181ef828,735704e1-6d77-471f-be50-b749d3fa65ce,4f5d7156-da9b-42a6-acef-5da33d34a9af,1da837e1-61f8-45cd-92b0-e6d934003a5a,629d8422-7257-4bf5-b9ad-3e266ef60d45,
tch_20200623-215505_313,class_20200623-215505_313,C8Qr-iRiH,5a466e3a-8a1f-4b91-a17b-430e04e89c48,35684c2e-cd34-43c8-bdef-3ce20b997479,9991f51d-294d-4e9a-90b9-ba1808a34214,47ab9f09-7ae6-4468-9348-aab28176cb2d,efc9ec0c-1979-4c04-8f0b-01ab1c15f058,
tch_20200623-215505_314,class_20200623-215505_314,2xwr-zYGF,8f6531ec-6dfb-4eb1-9fbe-b8e19b94a082,e9c7b24b-adf9-4eb1-9c74-0b65c80729f6,df5480c2-ade8-40c7-a462-ff02ef6cf327,b419688a-4b1a-4759-9c96-0e19585b65e4,3560c455-4701-4959-b293-c7871140a3db,
tch_20200623-215505_317,class_20200623-215505_317,hnQv-iHFL,070c301a-3eee-4195-ae36-10dca3660820,868afa77-69b1-40d0-8ccb-fd3b4df50688,b5b7d336-c733-4a26-ab47-b4533eb55d3d,fec6bace-236a-461d-a8c4-bbadc0c63ce8,9264ad3d-7500-4460-8559-90276bd56a31,
tch_20200623-215505_315,class_20200623-215505_315,2c2z-M3VX,34be683e-6fd9-4c73-9541-e698587e88bc,a940e0df-aed6-4d1f-8fd7-c1475826d82d,05413963-6ef8-4bd2-98e7-fdf43b8501ae,a300721a-6d09-4c13-b6be-347bbeff7190,3198aef0-32dc-4835-a2ba-8c27a336d8df,
tch_20200623-215505_316,class_20200623-215505_316,uY6g-w2gJ,478b7a76-9bf4-45c5-a338-2c0bccb76ab6,e1df91b1-9092-4bd4-89c1-15a05a5fa88c,f2ff0a1a-f16d-4e12-82cb-25e09cdef9d2,7672f26c-5666-48e0-ad5e-5ec14ca09ffe,2fa08213-33d9-43c7-853c-65bb7dd69fe5,
tch_20200623-215505_318,class_20200623-215505_318,MU6j-2aj8,0d98b47e-2081-4a5f-a803-b7edc8075934,4511175e-ad07-4a4e-860c-3819c14df572,8edfd7de-dcf3-4820-a586-44e6825d2b20,0d35c35e-27db-4d26-8e8c-3c5ec683712c,e1d726f5-2b3e-42b4-8385-9f5dd69b76c7,
tch_20200623-215505_320,class_20200623-215505_320,7w7H-XxMk,8a8e889d-9f12-4f37-b269-56cf1d60d9f9,9ba21bab-40ae-463e-92aa-0e5be24b1564,ed815d3a-8009-4bee-97b7-f8379d9d1077,53dbe7b7-ee61-47a9-8d46-85a7a4d6d34e,cec9b435-08e0-47db-8937-de0d5c8feed7,
tch_20200623-215505_319,class_20200623-215505_319,4Lrd-XJy3,a75cf150-0661-4871-a0e1-43fbdbb683dd,b3b06661-c556-4ea3-b3bc-6187ad5eb7a9,5f5a6678-7d21-4c9a-a80a-32344a74f4f6,44061ffc-1d4f-4980-8df8-61f23a74ee9d,9061c1f9-7d4e-4318-a4db-4b854dcb8154,
tch_20200623-215505_321,class_20200623-215505_321,Akgu-pw8o,cb52e7a9-c532-40e2-869a-82b47a6ce971,aa5b061a-285a-4e50-8d69-a58106722b61,a7cb339f-e982-4941-ac61-b6f8b22fae4d,a07e2bfd-737b-4ad8-b727-8ed8c93b0609,0d6656b0-14f6-4b69-b401-d85b75a13376,
tch_20200623-215505_323,class_20200623-215505_323,7Cc4-6zw6,1e4f6366-a3f3-4d04-92c2-3da500c31b13,ca03bd2e-5660-487e-8223-4c638acf4c7e,205a9eb8-41a6-4bc6-9705-f5654ae4bee1,18fe4325-7c29-4f4a-a439-7a17b1cb8bc9,18efd969-d0ef-417e-a7cf-4883795e7ec5,
tch_20200623-215505_325,class_20200623-215505_325,fCPY-x7be,5175ce8f-847d-426c-83ca-b4c54125a21d,c8f190b9-fdb5-469f-82ed-28cacbf4dccc,d03db0b4-62e8-484f-aa37-fc80ed94d67f,038e94ba-d9b8-485b-bab6-1d9df78ab829,7c8f7889-8779-42d7-8115-c53072bb9493,
tch_20200623-215505_322,class_20200623-215505_322,Ar4w-T2N4,44dccb0a-2c0f-4b59-b303-c400cb0684a6,1ba86212-dc1e-470a-856e-867c407135dc,71601cc0-2da9-489e-a36a-e667d18eb62b,01d98032-eb59-4d1d-96dd-a4fb39379fed,d4e7cc78-e56a-4e7f-85da-e4f5551ae7ab,
tch_20200623-215505_327,class_20200623-215505_327,Ke8j-WYxM,8491610c-78c7-42af-bcd5-659bd27474ee,b7c4fa4c-cd51-4c2f-a313-a130b22d24e5,2f5a06e3-f429-4902-938b-b75a07d51731,3aa8fba6-0201-4e0d-b002-166403c31eb8,36999d61-335e-4bf2-899a-b3bc8970fa9f,
tch_20200623-215505_326,class_20200623-215505_326,kVz2-XRgY,83f9d8e9-a26a-45cd-bee0-12d409c251db,391d1493-6834-4839-914a-871c2ec104cb,5a51b9f0-a011-4e4a-bc69-40008ab9983f,7314645b-9bc3-4b6d-92e4-e27b99309d62,57ff3c37-0d17-42cd-bb92-dfd58797589a,
tch_20200623-215505_328,class_20200623-215505_328,R8WH-T9G6,600cf6df-7293-40be-b631-6a4ae7a9daa6,c2944a20-0607-4fa0-be3d-57ad0fa5ea94,0ddea6d5-1109-4d33-8a12-20de3530c574,92c9ca59-db71-458e-b81c-c882d2342f7c,7a72126c-a5a4-4537-b1d6-4f619b2364ef,
tch_20200623-215505_324,class_20200623-215505_324,rkgD-ctj9,85fceb2f-4aa4-4fab-a91a-d9f5abc4e468,41f95eca-23d9-43b4-b348-aeab43ee3c3b,f8bb9a4d-15f3-4447-8656-cee99e926137,09049840-08c5-4f27-a1f6-22de4ccfec4e,24c2bc0c-2224-428c-9489-2d0800371493,
